FID,ICEAREA,H,class_height,class_length
137,4704.529248,4.352705512,Bergy bit,Medium
138,2335.529145,3.216347026,Bergy bit,Small
139,1402.225359,2.463842963,Bergy bit,Small
140,3804.696422,5.730475693,Small,Medium
141,609.5324166,1.640907028,Bergy bit,Small
142,2001.093009,4.491018597,Bergy bit,Small
143,554.9966297,3.673288465,Bergy bit,Small
144,441.8691633,0.815504839,Growler,Small
145,1362.079897,1.524091041,Bergy bit,Small
146,1752.505053,2.776751168,Bergy bit,Small
147,2121.791038,1.378685991,Bergy bit,Small
148,1077.802335,0.529437292,Growler,Small
149,841.1559162,1.782227722,Bergy bit,Small
150,1139.606614,1.41479277,Bergy bit,Small
151,20720.33504,9.884981304,Small,Large
152,2241.491938,2.194133962,Bergy bit,Small
153,1934.882902,1.388288657,Bergy bit,Small
154,4933.855634,4.087921058,Bergy bit,Medium
155,1884.983784,2.893209803,Bergy bit,Small
156,956.3905217,3.347608325,Bergy bit,Small
157,501.5635031,1.405077885,Bergy bit,Small
158,283.9912434,1.732357367,Bergy bit,Small
159,1722.699948,3.250285401,Bergy bit,Small
160,1169.147164,3.285305018,Bergy bit,Small
161,2206.965659,5.747616828,Small,Small
162,338.4898403,1.899759543,Bergy bit,Small
163,430.0635842,1.27308148,Bergy bit,Small
164,515.2564069,1.965073669,Bergy bit,Small
165,656.788948,1.8411103,Bergy bit,Small
166,1825.496483,3.657164006,Bergy bit,Small
167,1848.286049,2.099120371,Bergy bit,Small
168,1632.42024,3.479781029,Bergy bit,Small
169,1454.69601,2.808098539,Bergy bit,Small
170,1518.904248,3.934946271,Bergy bit,Small
171,1342.453402,3.213451427,Bergy bit,Small
172,285.7868619,2.065631284,Bergy bit,Small
173,1582.524446,4.476249271,Bergy bit,Small
174,588.5974473,3.020072991,Bergy bit,Small
175,4659.283512,6.262059085,Small,Medium
176,4538.924568,6.614391664,Small,Medium
177,1939.688019,10.75855705,Small,Small
178,4165.659933,4.832946172,Bergy bit,Medium
179,3641.185318,7.891343912,Small,Medium
180,5087.760792,6.232367591,Small,Medium
181,5702.366355,3.053312239,Bergy bit,Medium
182,1446.374211,1.885590319,Bergy bit,Small
183,707.7029583,0.782733622,Growler,Small
184,514.5952132,1.732549326,Bergy bit,Small
185,1614.446553,1.982730728,Bergy bit,Small
186,277.848338,1.67507998,Bergy bit,Small
187,1657.604402,1.739766982,Bergy bit,Small
188,3216.874713,6.179377256,Small,Small
189,3778.098954,5.452685413,Small,Medium
190,2730.877438,3.88703371,Bergy bit,Small
191,10515.56903,7.356836143,Small,Medium
192,896.199149,1.7404807,Bergy bit,Small
193,665.3589136,1.151884685,Bergy bit,Small
194,1631.818637,2.053805521,Bergy bit,Small
195,7562.413181,3.862079926,Bergy bit,Medium
196,6913.553435,6.234271562,Small,Medium
197,5979.895472,7.2895024,Small,Medium
198,48968.37191,16.93996371,Medium,Very large
199,3256.144593,1.75446789,Bergy bit,Small
200,1824.355407,5.800092938,Small,Small
201,6086.83173,3.341602719,Bergy bit,Medium
202,892.5043052,0.397703347,Growler,Small
203,446.5734738,2.305194378,Bergy bit,Small
204,4081.056549,4.075900847,Bergy bit,Medium
205,182.9220728,2.75169003,Bergy bit,Bergy bit
206,72109.3266,14.75320659,Small,Very large
207,1061.985491,1.628799135,Bergy bit,Small
208,1690.590579,2.220544234,Bergy bit,Small
209,4430.629609,4.133566984,Bergy bit,Medium
210,18396.55792,8.809380879,Small,Large
211,19628.8755,9.759161517,Small,Large
212,3709.264811,3.596027556,Bergy bit,Medium
213,2922.091295,4.317268064,Bergy bit,Small
214,3235.998575,4.004766768,Bergy bit,Small
215,4982.43884,4.012512736,Bergy bit,Medium
216,6299.267313,2.047106077,Bergy bit,Medium
217,8299.485265,7.110791613,Small,Medium
218,35806.12351,21.8021994,Medium,Large
219,6322.675108,5.993958754,Small,Medium
220,1889.228689,2.137718809,Bergy bit,Small
221,3727.991047,6.763593677,Small,Medium
222,463.9906233,0.207081114,Growler,Small
223,429.8633709,0.263059002,Growler,Small
224,579.2882329,0.734902031,Growler,Small
225,4516.033058,3.918166528,Bergy bit,Medium
226,956.0180971,1.433705139,Bergy bit,Small
227,383.7149251,0.271501524,Growler,Small
228,6558.50326,10.36496977,Small,Medium
229,990.2328552,1.502319325,Bergy bit,Small
230,318.6960339,1.448897335,Bergy bit,Small
231,1381.36617,0.841771628,Growler,Small
232,24798.99673,17.90605286,Medium,Large
233,14067.48314,11.32235826,Small,Medium
234,218.6608316,0.567270922,Growler,Bergy bit
235,664.4502536,1.304336974,Bergy bit,Small
236,8560.444988,9.701335016,Small,Medium
237,31163.03423,10.26633644,Small,Large
238,1353.171809,0.904212534,Growler,Small
239,15967.91388,15.45916527,Medium,Large
240,511.3361481,2.06900343,Bergy bit,Small
241,11057.62355,9.85118084,Small,Medium
242,21966.32102,12.26710687,Small,Large
243,3705.486749,5.112027905,Small,Medium
244,1011.496759,2.273065582,Bergy bit,Small
245,5597.74445,5.805050817,Small,Medium
246,1789.39685,4.611862657,Bergy bit,Small
247,1826.231719,1.851637605,Bergy bit,Small
248,802.4367107,1.87084834,Bergy bit,Small
249,5277.543317,4.038332023,Bergy bit,Medium
250,7868.939349,4.489487077,Bergy bit,Medium
251,936.8522321,0.786840488,Growler,Small
252,556.5913349,4.747704029,Bergy bit,Small
253,2592.936133,3.602780135,Bergy bit,Small
254,989.2352894,1.351202979,Bergy bit,Small
255,1037.350323,1.959463956,Bergy bit,Small
256,900.2816922,0.896528734,Growler,Small
257,1040.90745,0.540380494,Growler,Small
258,1639.683219,3.321573866,Bergy bit,Small
259,202.7333804,2.427739501,Bergy bit,Bergy bit
260,1162.612863,0.668021365,Growler,Small
261,263.0642372,2.452856898,Bergy bit,Small
262,1317.766972,1.556950679,Bergy bit,Small
263,1556.275514,1.963649146,Bergy bit,Small
264,919.7823055,2.881448269,Bergy bit,Small
265,882.259829,0.239049499,Growler,Small
266,1748.966994,1.455963135,Bergy bit,Small
267,919.7950813,2.770080209,Bergy bit,Small
268,2074.926007,0.754666625,Growler,Small
269,617.2170115,0.329903424,Growler,Small
270,8689.10473,4.068653836,Bergy bit,Medium
271,1033.110685,2.078940966,Bergy bit,Small
272,3647.153212,3.455949268,Bergy bit,Medium
273,18470.29904,4.771078378,Bergy bit,Large
274,5138.899167,3.115918953,Bergy bit,Medium
275,2780.215994,2.698033488,Bergy bit,Small
276,8563.446436,8.053882516,Small,Medium
277,1423.994783,2.079189614,Bergy bit,Small
278,2005.142339,1.50075464,Bergy bit,Small
279,5659.600095,3.359346345,Bergy bit,Medium
280,2448.958506,2.387339607,Bergy bit,Small
281,1523.366167,4.152173081,Bergy bit,Small
282,3373.019494,4.444659032,Bergy bit,Small
283,1098.63501,0.532525522,Growler,Small
284,1861.772877,4.412796964,Bergy bit,Small
285,4301.315149,3.236233647,Bergy bit,Medium
286,4993.862719,5.936442719,Small,Medium
287,2795.634512,7.632642659,Small,Small
288,1526.765766,4.058040404,Bergy bit,Small
289,3362.741941,3.969284003,Bergy bit,Small
290,18641.27522,6.899582333,Small,Large
291,3832.89297,4.004294408,Bergy bit,Medium
292,27115.51135,11.88208276,Small,Large
293,24843.10839,23.49283293,Medium,Large
294,13465.64668,14.08010596,Small,Medium
295,23200.57248,8.689976696,Small,Large
296,188.3162789,2.187901877,Bergy bit,Bergy bit
297,350.8407555,2.61812047,Bergy bit,Small
298,159.6609376,0.504017556,Growler,Bergy bit
299,282.0286639,1.75383906,Bergy bit,Small
300,208.2381937,1.995802534,Bergy bit,Bergy bit
301,106.2131976,0.352354764,Growler,Bergy bit
302,142.1106043,0.605021051,Growler,Bergy bit
303,3599.552257,3.847803648,Bergy bit,Small
304,999.3247053,2.498401582,Bergy bit,Small
305,1509.675888,2.659857478,Bergy bit,Small
306,181.2913152,0.382712838,Growler,Bergy bit
307,81.70099225,0.833314287,Growler,Bergy bit
308,134.3910198,0.878162192,Growler,Bergy bit
309,576.3431386,0.461049391,Growler,Small
310,276.7702668,2.612818608,Bergy bit,Small
311,10774.44611,5.577045701,Small,Medium
312,6645.645012,10.20450559,Small,Medium
313,1003.411225,2.721432802,Bergy bit,Small
314,3082.793464,3.83874933,Bergy bit,Small
315,202.9893348,0.68990669,Growler,Bergy bit
316,3279.392689,4.886821621,Bergy bit,Small
317,993.6280793,2.504885793,Bergy bit,Small
318,3603.725845,4.079770477,Bergy bit,Medium
319,782.0517153,0.673497583,Growler,Small
320,2974.451513,6.685357874,Small,Small
321,1776.717263,1.275515348,Bergy bit,Small
322,688.016609,1.14947613,Bergy bit,Small
323,14226.19893,10.44129219,Small,Medium
324,1573.244459,1.685636636,Bergy bit,Small
325,4935.708569,4.427189392,Bergy bit,Medium
326,83914.63848,24.88138411,Medium,Very large
327,33394.82905,18.16300131,Medium,Large
328,4403.990663,8.052573957,Small,Medium
329,22739.3151,10.80468434,Small,Large
330,80180.44815,32.86173417,Medium,Very large
331,22016.78123,16.62867551,Medium,Large
332,204.211878,1.145183585,Bergy bit,Bergy bit
333,482.4606423,1.19040611,Bergy bit,Small
334,2068.691221,2.870108679,Bergy bit,Small
335,1302.063536,1.143437,Bergy bit,Small
336,217.8767798,2.144172788,Bergy bit,Bergy bit
337,268.8401434,0.902813934,Growler,Small
338,146.348859,1.669834614,Bergy bit,Bergy bit
339,681.788998,2.191647513,Bergy bit,Small
340,423.6791628,0.817221245,Growler,Small
341,534.4544739,1.398120408,Bergy bit,Small
342,2207.928223,1.638404148,Bergy bit,Small
343,91749.03505,36.57495032,Medium,Very large
344,2849.888092,2.142108977,Bergy bit,Small
345,229.0588736,0.366551286,Growler,Small
346,1337.893301,1.483604986,Bergy bit,Small
347,922.4508816,0.606023804,Growler,Small
348,254.606804,0.3055432,Growler,Small
349,3870.275438,9.558000326,Small,Medium
350,12839.33958,12.17761253,Small,Medium
351,931.3684202,1.75203307,Bergy bit,Small
352,598.2857368,0.790850148,Growler,Small
353,343.8801961,0.737827057,Growler,Small
354,94.29902373,1.147934938,Bergy bit,Bergy bit
355,502.8235863,1.033850655,Bergy bit,Small
356,436.0202773,1.367976899,Bergy bit,Small
357,4625.072254,4.936987816,Bergy bit,Medium
358,3125.181262,3.250069836,Bergy bit,Small
359,1274.259101,2.449397368,Bergy bit,Small
360,13822.13882,9.631635698,Small,Medium
361,435.5729478,2.839527488,Bergy bit,Small
362,856.8943549,2.685093164,Bergy bit,Small
363,484.6951898,2.110117229,Bergy bit,Small
364,278.1871603,0.666632136,Growler,Small
365,72001.92988,28.16414145,Medium,Very large
366,2814.001974,4.338250943,Bergy bit,Small
367,6623.154627,7.615281005,Small,Medium
368,2569.204567,7.064168168,Small,Small
369,3770.203833,7.263497504,Small,Medium
370,2064.090605,2.297015755,Bergy bit,Small
371,44962.60471,17.98266777,Medium,Large
372,293.772989,1.91644008,Bergy bit,Small
373,224.7316322,1.910379304,Bergy bit,Bergy bit
374,490.166751,0.946325209,Growler,Small
375,1272.784804,2.595115938,Bergy bit,Small
376,156.7354445,0.199262798,Growler,Bergy bit
377,1954.485246,4.278314171,Bergy bit,Small
378,4279.897673,5.601910768,Small,Medium
379,45.27758832,1.409607589,Bergy bit,Bergy bit
380,656.7833476,1.611594887,Bergy bit,Small
381,1552.982497,1.701847387,Bergy bit,Small
382,2197.874859,3.82138595,Bergy bit,Small
383,407.7965145,2.000958183,Bergy bit,Small
384,404.2941834,0.274156178,Growler,Small
385,7366.860612,10.79262403,Small,Medium
386,97.05475559,1.012655141,Bergy bit,Bergy bit
387,57.96697581,2.467287016,Bergy bit,Bergy bit
388,788.9783225,2.240795602,Bergy bit,Small
389,4232.871369,5.697548519,Small,Medium
390,2636.3628,3.647427673,Bergy bit,Small
391,4583.237493,5.180804027,Small,Medium
392,7425.565086,10.69055187,Small,Medium
393,110595.0138,20.96929589,Medium,Very large
394,2499.715181,2.794628163,Bergy bit,Small
395,758.4188556,2.245380955,Bergy bit,Small
396,1109.877995,1.858673362,Bergy bit,Small
397,4814.497756,6.783513741,Small,Medium
398,329953.1181,47.41125524,Large,Very large
399,4716.123764,5.262615475,Small,Medium
400,64558.6601,27.18470399,Medium,Very large
401,7389.993989,6.575940015,Small,Medium
402,3742.026973,6.205241144,Small,Medium
403,2918.262917,7.398687809,Small,Small
404,787.5519783,6.677333701,Small,Small
405,67332.52893,16.13840904,Medium,Very large
406,3731.093652,5.068207303,Small,Medium
407,14461.67207,13.0060275,Small,Medium
408,1806.757646,2.934019604,Bergy bit,Small
409,6745.540205,4.301881616,Bergy bit,Medium
410,5153.320118,6.243955742,Small,Medium
411,99.94034605,2.424832472,Bergy bit,Bergy bit
412,2311.294945,3.320972931,Bergy bit,Small
413,1076.493984,3.672363462,Bergy bit,Small
414,1533.409205,3.878478087,Bergy bit,Small
415,15530.53621,7.610699806,Small,Large
416,2698.013068,3.317677192,Bergy bit,Small
417,10896.50614,10.55573385,Small,Medium
418,4094.295823,4.056951486,Bergy bit,Medium
419,853.3843233,1.663762862,Bergy bit,Small
420,8083.394303,6.622528652,Small,Medium
421,6114.505957,2.721144059,Bergy bit,Medium
422,1461.293945,2.252824813,Bergy bit,Small
423,7339.396399,11.54010748,Small,Medium
424,9606.244011,8.249736516,Small,Medium
425,12345.58606,8.061813878,Small,Medium
426,231.5640832,0.476877494,Growler,Small
427,813.48729,1.977611333,Bergy bit,Small
428,328.2936673,1.55413276,Bergy bit,Small
429,74.58572265,0.474045171,Growler,Bergy bit
430,792.4299003,3.173277933,Bergy bit,Small
431,854.2401298,2.286254198,Bergy bit,Small
432,452.6554752,0.846825015,Growler,Small
433,1397.852258,4.050468101,Bergy bit,Small
434,401.7089127,1.911967484,Bergy bit,Small
435,2085.76526,3.259383866,Bergy bit,Small
436,875.2663675,1.549052499,Bergy bit,Small
437,1905.938792,4.504756966,Bergy bit,Small
438,96.2199505,1.985440314,Bergy bit,Bergy bit
439,262.6923377,2.5006271,Bergy bit,Small
440,1881.732594,2.790025255,Bergy bit,Small
441,3752.411721,5.32761551,Small,Medium
442,803.9680618,1.68938731,Bergy bit,Small
443,1495.097076,3.14656714,Bergy bit,Small
444,5363.557119,9.134564292,Small,Medium
445,347.757752,0.749459382,Growler,Small
446,228.894107,1.468931437,Bergy bit,Small
447,656.2229606,1.126107944,Bergy bit,Small
448,848.6408102,0.807393644,Growler,Small
449,393.1459476,0.490810978,Growler,Small
450,404.6704582,1.636123763,Bergy bit,Small
451,1219.08671,2.57583594,Bergy bit,Small
452,262.970956,1.476132191,Bergy bit,Small
453,358.3432741,0.937743458,Growler,Small
454,259.7314923,1.832107158,Bergy bit,Small
455,859.0266957,1.553096785,Bergy bit,Small
456,320.1136274,0.43033607,Growler,Small
457,135.1789218,1.019770712,Bergy bit,Bergy bit
458,365.712887,2.796143521,Bergy bit,Small
459,345.5165541,3.828260561,Bergy bit,Small
460,883.3799029,1.364674233,Bergy bit,Small
461,332.2769302,0.82789248,Growler,Small
462,428.3845233,2.542924665,Bergy bit,Small
463,246.7634864,1.998517096,Bergy bit,Small
464,349.6590775,0.287877379,Growler,Small
465,92.25733898,1.405797899,Bergy bit,Bergy bit
466,172.1273604,0.460010621,Growler,Bergy bit
467,178.4333766,0.556849225,Growler,Bergy bit
468,30.78698193,0.643732859,Growler,Bergy bit
469,108.8522842,0.261190368,Growler,Bergy bit
470,77.85423837,0.651942448,Growler,Bergy bit
471,173.311751,0.480631023,Growler,Bergy bit
472,1014.734472,4.792801944,Bergy bit,Small
473,648.2602851,1.541773338,Bergy bit,Small
474,415.9674538,2.150979871,Bergy bit,Small
475,677.7987346,4.615679884,Bergy bit,Small
476,1308.142737,3.550996138,Bergy bit,Small
477,1587.377167,5.368959417,Small,Small
478,538.6883534,1.430334114,Bergy bit,Small
479,2904.306884,1.295658992,Bergy bit,Small
480,1646.403662,4.207626288,Bergy bit,Small
481,257.8270165,3.940461844,Bergy bit,Small
482,1691.838061,3.065916582,Bergy bit,Small
483,1388.233623,2.19843071,Bergy bit,Small
484,1463.106365,3.307110105,Bergy bit,Small
485,757.4062387,5.000076218,Small,Small
486,134.2601111,1.663567007,Bergy bit,Bergy bit
487,32.45029171,0.585272492,Growler,Bergy bit
488,381.3436061,0.573328003,Growler,Small
489,302.4483116,1.61332196,Bergy bit,Small
490,370.2852388,0.533602442,Growler,Small
491,397.4806337,0.177624603,Growler,Small
492,914.1815859,1.910964123,Bergy bit,Small
493,480.0566837,1.021770267,Bergy bit,Small
494,898.8425235,5.003739704,Small,Small
495,209.257811,2.672803495,Bergy bit,Bergy bit
496,1251.055369,3.212113246,Bergy bit,Small
497,570.8176739,2.313438416,Bergy bit,Small
498,1073.477099,1.976959785,Bergy bit,Small
499,2386.282494,4.577547593,Bergy bit,Small
500,2824.84884,5.93502599,Small,Small
501,1365.841945,6.223237017,Small,Small
502,2159.166505,2.56271875,Bergy bit,Small
503,250.4163274,0.941927292,Growler,Small
504,529.0599179,0.284775622,Growler,Small
505,1535.979774,4.482741473,Bergy bit,Small
506,1678.520382,5.643837923,Small,Small
507,1258.403054,2.472264445,Bergy bit,Small
508,449.5094676,0.990817317,Growler,Small
509,398.2492844,0.915687321,Growler,Small
510,368.1192958,0.177969587,Growler,Small
511,518.7692387,2.135920453,Bergy bit,Small
512,553.0000979,1.955489806,Bergy bit,Small
513,348.0069684,0.852668444,Growler,Small
514,982.4728431,2.816596316,Bergy bit,Small
515,1114.154334,2.332742965,Bergy bit,Small
516,491.3986461,1.40209064,Bergy bit,Small
517,1165.91715,1.962975252,Bergy bit,Small
518,271.0753909,3.265960962,Bergy bit,Small
519,78.41392531,1.889772816,Bergy bit,Bergy bit
520,219.2982236,1.680499673,Bergy bit,Bergy bit
521,833.8075312,2.654743593,Bergy bit,Small
522,1582.778213,2.796884421,Bergy bit,Small
523,2038.692053,3.690195178,Bergy bit,Small
524,861.380251,2.63037103,Bergy bit,Small
525,549.3332559,1.433001298,Bergy bit,Small
526,482.6622556,3.316735272,Bergy bit,Small
527,865.8535463,2.284179568,Bergy bit,Small
528,66.60939621,4.057168055,Bergy bit,Bergy bit
529,528.7448971,4.770249441,Bergy bit,Small
530,1576.05777,1.79181225,Bergy bit,Small
531,1989.671318,8.097568284,Small,Small
532,6175.530063,12.44692893,Small,Medium
533,1762.309659,4.994884327,Bergy bit,Small
534,111.6748705,1.34087494,Bergy bit,Bergy bit
535,139.4156014,0.296265786,Growler,Bergy bit
536,45.03222213,0.693201623,Growler,Bergy bit
537,476.9502286,0.885626368,Growler,Small
538,158.7617283,0.905729344,Growler,Bergy bit
539,601.409693,0.785771771,Growler,Small
540,409.1630047,2.252340582,Bergy bit,Small
541,338.5213424,3.326563938,Bergy bit,Small
542,1206.416223,1.676498346,Bergy bit,Small
543,389.6681181,2.202426445,Bergy bit,Small
544,370.5428558,2.335281141,Bergy bit,Small
545,2730.897039,1.945705935,Bergy bit,Small
546,1111.023727,1.639655651,Bergy bit,Small
547,1548.346326,3.293762151,Bergy bit,Small
548,137.6122824,1.526326365,Bergy bit,Bergy bit
549,204.9287253,1.40589106,Bergy bit,Bergy bit
550,831.4280741,4.552285317,Bergy bit,Small
551,1435.423738,5.343735807,Small,Small
552,596.4393649,1.312921705,Bergy bit,Small
553,625.7713008,1.437763218,Bergy bit,Small
554,632.4217398,1.433446403,Bergy bit,Small
555,90.49077238,1.238066198,Bergy bit,Bergy bit
556,71.86394301,1.386895015,Bergy bit,Bergy bit
557,319.5346893,3.643045779,Bergy bit,Small
558,100.4930325,1.253416316,Bergy bit,Bergy bit
559,1740.886098,9.209622415,Small,Small
560,7844.197266,7.555357229,Small,Medium
561,3289.930484,4.912709517,Bergy bit,Small
562,749.7844857,2.345176148,Bergy bit,Small
563,1158.192841,3.144162631,Bergy bit,Small
564,82.38738756,1.36222373,Bergy bit,Bergy bit
565,1182.133021,2.429862924,Bergy bit,Small
566,2700.743249,10.37890989,Small,Small
567,590.9790046,8.722287572,Small,Small
568,7435.260726,9.589266166,Small,Medium
569,5982.559848,11.07853331,Small,Medium
570,15179.52185,9.869308714,Small,Large
571,311.4169535,1.611381577,Bergy bit,Small
572,1708.933102,7.713764632,Small,Small
573,38891.60059,21.68791065,Medium,Large
574,1656.921857,6.69298377,Small,Small
575,904.3721884,5.084455759,Small,Small
576,3448.611358,4.811177755,Bergy bit,Small
577,884.0883497,4.822787109,Bergy bit,Small
578,3512.58683,3.800370811,Bergy bit,Small
579,1274.119092,4.503500032,Bergy bit,Small
580,936.1717872,2.205495315,Bergy bit,Small
581,9259.511126,8.69155032,Small,Medium
582,526.3227372,1.604879182,Bergy bit,Small
583,773.7960704,1.734925428,Bergy bit,Small
584,2138.606148,6.466732017,Small,Small
585,2611.802379,4.171030359,Bergy bit,Small
586,26933.62137,17.56313578,Medium,Large
587,8561.08378,6.70244686,Small,Medium
588,3751.267583,3.813875321,Bergy bit,Medium
589,30599.67582,11.52784452,Small,Large
590,695.7227176,4.021881287,Bergy bit,Small
591,3860.054763,6.067851529,Small,Medium
592,3542.058775,6.134996935,Small,Small
593,1030.958043,4.235915778,Bergy bit,Small
594,1112.933453,3.054522741,Bergy bit,Small
595,198.4378969,0.372719349,Growler,Bergy bit
596,5076.008766,6.971212527,Small,Medium
597,1246.647099,3.46511013,Bergy bit,Small
598,7712.21213,8.379858517,Small,Medium
599,1104.432267,3.178725041,Bergy bit,Small
600,2165.111647,3.521879132,Bergy bit,Small
