FID,ICEAREA,H,class_height,class_length
584,2568.133623,5.712932732,Small,Small
585,53.59239399,2.860422612,Bergy bit,Bergy bit
586,8287.09972,8.410390921,Small,Medium
587,26489.56366,16.47118857,Medium,Large
588,59.76569247,3.569983341,Bergy bit,Bergy bit
589,213.8232046,3.53645284,Bergy bit,Bergy bit
590,515.3345828,4.273620219,Bergy bit,Small
591,1836.904975,6.015754056,Small,Small
592,129.9309056,4.104582758,Bergy bit,Bergy bit
593,2815.593846,5.821060615,Small,Small
594,249.7246662,2.957887128,Bergy bit,Small
595,400.2431589,3.787454975,Bergy bit,Small
596,2063.639459,4.417526659,Bergy bit,Small
597,2361.440204,3.834998224,Bergy bit,Small
598,100.5727786,3.111363888,Bergy bit,Bergy bit
599,94.09740341,2.846955215,Bergy bit,Bergy bit
600,2050.167517,5.144364959,Small,Small
601,28287.12481,12.83364596,Small,Large
602,48.77817178,3.227679774,Bergy bit,Bergy bit
603,72.89155126,2.681664003,Bergy bit,Bergy bit
604,62.18444252,3.248609653,Bergy bit,Bergy bit
605,578.9175293,3.729214117,Bergy bit,Small
606,430.5717771,3.653316635,Bergy bit,Small
607,222.5391774,3.689786759,Bergy bit,Bergy bit
608,59.67383146,3.994086503,Bergy bit,Bergy bit
609,3388.523692,4.786042381,Bergy bit,Small
610,13885.96311,14.36175762,Small,Medium
611,94.05495346,3.419822165,Bergy bit,Bergy bit
612,40.09529197,2.862956347,Bergy bit,Bergy bit
613,122.9504353,3.429296122,Bergy bit,Bergy bit
614,84.7323314,3.817176608,Bergy bit,Bergy bit
615,2017.152992,4.708303877,Bergy bit,Small
616,2413.102649,5.446339341,Small,Small
617,3730.85438,6.262455385,Small,Medium
618,164.0956551,3.334993466,Bergy bit,Bergy bit
619,2137.920334,4.70805605,Bergy bit,Small
620,1828.465102,4.739260842,Bergy bit,Small
621,99.79707801,3.43120129,Bergy bit,Bergy bit
622,16154.43541,6.179732854,Small,Large
623,31.26056731,2.737229937,Bergy bit,Bergy bit
624,288.7650472,3.173019929,Bergy bit,Small
625,439.300689,3.560743375,Bergy bit,Small
626,312.0200198,3.880885717,Bergy bit,Small
627,62.66522098,3.928465939,Bergy bit,Bergy bit
628,60.45170557,2.833969553,Bergy bit,Bergy bit
629,1014.168508,3.370793482,Bergy bit,Small
630,22868.83115,7.911009665,Small,Large
631,37.63789248,2.886993852,Bergy bit,Bergy bit
632,208.2277062,3.385138004,Bergy bit,Bergy bit
633,139.7886671,4.012920619,Bergy bit,Bergy bit
634,610.5038433,3.183295555,Bergy bit,Small
635,130.4825034,3.308717787,Bergy bit,Bergy bit
636,993.8074268,5.440707946,Small,Small
637,948.1027142,3.596592772,Bergy bit,Small
638,42.53342581,2.797074459,Bergy bit,Bergy bit
639,927.5429074,4.105570656,Bergy bit,Small
640,501.1049604,4.244842651,Bergy bit,Small
641,641.2714883,3.820243303,Bergy bit,Small
642,359.2276812,2.234966927,Bergy bit,Small
643,49.39835668,3.435637129,Bergy bit,Bergy bit
644,34.19103193,3.25710602,Bergy bit,Bergy bit
645,1835.573398,3.31805374,Bergy bit,Small
646,519.2740428,4.125092787,Bergy bit,Small
647,568.5158788,4.001203184,Bergy bit,Small
648,30.22127414,2.702306085,Bergy bit,Bergy bit
649,160.6166975,2.914297582,Bergy bit,Bergy bit
650,64.14389527,3.063656846,Bergy bit,Bergy bit
651,716.6607116,5.028623374,Small,Small
652,170.6612914,4.198008113,Bergy bit,Bergy bit
653,122.0055342,3.317356614,Bergy bit,Bergy bit
654,835.4055604,4.130825277,Bergy bit,Small
655,1436.215824,3.1570956,Bergy bit,Small
656,98.97254336,3.460619005,Bergy bit,Bergy bit
657,755.7563514,5.045444934,Small,Small
658,1356.463441,4.702971828,Bergy bit,Small
659,48.7822485,3.201178071,Bergy bit,Bergy bit
660,11223.75854,8.765758757,Small,Medium
661,355.1461653,3.709546886,Bergy bit,Small
662,479.117446,2.020785214,Bergy bit,Small
663,81.78605878,3.32263081,Bergy bit,Bergy bit
664,57.43589699,3.380955655,Bergy bit,Bergy bit
665,276.0598236,3.674206555,Bergy bit,Small
666,31.45617545,2.595637002,Bergy bit,Bergy bit
667,82.61649346,3.565104864,Bergy bit,Bergy bit
668,32.02995133,2.996215237,Bergy bit,Bergy bit
669,41.24195004,2.818904095,Bergy bit,Bergy bit
670,717.0614825,6.061846602,Small,Small
671,2816.742609,4.917546393,Bergy bit,Small
672,80.96726108,3.399232633,Bergy bit,Bergy bit
673,41.07056797,3.104561207,Bergy bit,Bergy bit
674,9392.072886,9.801585209,Small,Medium
675,347.5070466,3.455387647,Bergy bit,Small
676,206.4714926,3.633270204,Bergy bit,Bergy bit
677,1953.694567,4.652291901,Bergy bit,Small
678,44.72717369,3.692952177,Bergy bit,Bergy bit
679,41.32836282,3.184628819,Bergy bit,Bergy bit
680,1626.917541,4.912299906,Bergy bit,Small
681,813.8400111,3.318904115,Bergy bit,Small
682,291.4098686,3.86836692,Bergy bit,Small
683,989.3549511,2.724960106,Bergy bit,Small
684,407.2223572,3.569844948,Bergy bit,Small
685,33.07397234,3.329243146,Bergy bit,Bergy bit
686,317.974437,3.928391582,Bergy bit,Small
687,132.4597812,3.211718911,Bergy bit,Bergy bit
688,5883.373745,7.351431267,Small,Medium
689,1101.285021,4.200254168,Bergy bit,Small
690,1190.021657,4.627904995,Bergy bit,Small
691,130.968055,2.831365295,Bergy bit,Bergy bit
692,801.67486,4.367677912,Bergy bit,Small
693,65.40506089,2.968045611,Bergy bit,Bergy bit
694,151.5240363,3.262037889,Bergy bit,Bergy bit
695,4479.545192,6.355229658,Small,Medium
696,59.09986591,3.352134218,Bergy bit,Bergy bit
697,35.53559387,2.835606867,Bergy bit,Bergy bit
698,43.68776548,3.203418572,Bergy bit,Bergy bit
699,1553.973305,6.42562168,Small,Small
700,4090.013998,6.771566444,Small,Medium
701,39.36319375,3.672917712,Bergy bit,Bergy bit
702,108.9588691,3.536021874,Bergy bit,Bergy bit
703,1135.282386,3.151489046,Bergy bit,Small
704,1459.874476,5.606193566,Small,Small
705,726.2552927,4.139760792,Bergy bit,Small
706,102.8568742,3.514714025,Bergy bit,Bergy bit
707,287.3202754,3.825497862,Bergy bit,Small
708,135.6469848,3.567590609,Bergy bit,Bergy bit
709,252950.7236,36.32315872,Medium,Very large
710,146.3064706,3.618838842,Bergy bit,Bergy bit
711,39.32850993,2.798552978,Bergy bit,Bergy bit
712,64.78185499,3.680620937,Bergy bit,Bergy bit
713,44.90934813,2.743812838,Bergy bit,Bergy bit
714,287.3189573,4.55520607,Bergy bit,Small
715,34.93332541,3.934507926,Bergy bit,Bergy bit
716,358.7974212,3.657690936,Bergy bit,Small
717,982.5558274,5.922239506,Small,Small
718,67.35788548,3.068356577,Bergy bit,Bergy bit
719,408.8782532,3.731238953,Bergy bit,Small
720,1470.769869,6.530149166,Small,Small
721,2369.074126,7.083373246,Small,Small
722,342.3189849,3.067422038,Bergy bit,Small
723,90.14257538,4.419450403,Bergy bit,Bergy bit
724,3950.489724,8.319738252,Small,Medium
725,32.28051233,2.802537575,Bergy bit,Bergy bit
726,1955.289898,3.649714553,Bergy bit,Small
727,39.29787457,3.217202606,Bergy bit,Bergy bit
728,48.75304651,3.756084123,Bergy bit,Bergy bit
729,1579.281965,5.108809962,Small,Small
730,635.0293248,4.106966728,Bergy bit,Small
731,113.9504292,4.016741705,Bergy bit,Bergy bit
732,87.48950219,3.681320996,Bergy bit,Bergy bit
733,99.95793849,1.817251447,Bergy bit,Bergy bit
734,811.8649491,3.080695219,Bergy bit,Small
735,49.06720734,2.818144409,Bergy bit,Bergy bit
736,46.68480897,3.118621821,Bergy bit,Bergy bit
737,165.8526012,3.096167305,Bergy bit,Bergy bit
738,4498.553337,6.866317769,Small,Medium
739,56.06122291,2.951923194,Bergy bit,Bergy bit
740,1703.893257,4.541079965,Bergy bit,Small
741,49.85768056,2.900397799,Bergy bit,Bergy bit
742,4000.37488,7.6645035,Small,Medium
743,92.16737759,3.33037181,Bergy bit,Bergy bit
744,436.62835,4.448386893,Bergy bit,Small
745,37.59120667,2.800484408,Bergy bit,Bergy bit
746,127.6189442,3.145692733,Bergy bit,Bergy bit
747,85.574265,2.984169624,Bergy bit,Bergy bit
748,657.1022402,3.514527542,Bergy bit,Small
749,412.1748716,4.324626139,Bergy bit,Small
750,93.82987618,3.317280257,Bergy bit,Bergy bit
751,215.6443019,3.515500328,Bergy bit,Bergy bit
752,182.0357122,3.858101147,Bergy bit,Bergy bit
753,78.02279818,4.487192851,Bergy bit,Bergy bit
754,605.9115713,4.41277883,Bergy bit,Small
755,240.1518765,3.846949667,Bergy bit,Small
756,32.47349727,3.147868191,Bergy bit,Bergy bit
757,60.49492085,3.55055276,Bergy bit,Bergy bit
758,118.0741467,3.095312652,Bergy bit,Bergy bit
759,82.20287848,2.745245466,Bergy bit,Bergy bit
760,436.5001423,3.616263479,Bergy bit,Small
761,68301.81313,22.9637317,Medium,Very large
762,747.3156121,6.962461042,Small,Small
763,782.8214514,4.022658551,Bergy bit,Small
764,72.54584455,2.952810321,Bergy bit,Bergy bit
765,340.7810911,1.942958466,Bergy bit,Small
766,31.49740314,3.088498397,Bergy bit,Bergy bit
767,3452.581453,5.91408769,Small,Small
768,86.90512753,3.471892175,Bergy bit,Bergy bit
769,1319.005298,4.621008153,Bergy bit,Small
770,660.1331985,2.359716017,Bergy bit,Small
771,16230.16114,14.5556368,Small,Large
772,708.3058978,5.866805348,Small,Small
773,64.22550702,3.52507564,Bergy bit,Bergy bit
774,664.692009,3.655374932,Bergy bit,Small
775,714.1417115,5.876425526,Small,Small
776,4698.515811,6.312200395,Small,Medium
777,82.40985513,3.323710584,Bergy bit,Bergy bit
778,51.33002138,3.350654274,Bergy bit,Bergy bit
779,91.83521104,3.18757372,Bergy bit,Bergy bit
780,188.3023773,4.778008501,Bergy bit,Bergy bit
781,922.2799642,4.58162946,Bergy bit,Small
782,108.7730069,3.086718269,Bergy bit,Bergy bit
783,1116.721475,5.472935625,Small,Small
784,777.7923203,4.032206621,Bergy bit,Small
785,44.8338182,3.351703947,Bergy bit,Bergy bit
786,30.3097322,3.601646575,Bergy bit,Bergy bit
787,341.2920633,1.468865611,Bergy bit,Small
788,128.6537869,3.276976964,Bergy bit,Bergy bit
789,401.5662966,3.329724311,Bergy bit,Small
790,1061.167997,6.071969447,Small,Small
791,285.2858789,3.982580183,Bergy bit,Small
792,73.34586954,3.231456659,Bergy bit,Bergy bit
793,48.08620346,3.10824276,Bergy bit,Bergy bit
794,106.9631503,3.014396017,Bergy bit,Bergy bit
795,213.8042161,3.52112825,Bergy bit,Bergy bit
796,567.8649611,4.234921908,Bergy bit,Small
797,67.32973862,3.484455589,Bergy bit,Bergy bit
798,604.8578385,4.379483505,Bergy bit,Small
799,32.09590769,3.113087885,Bergy bit,Bergy bit
800,55.24709964,2.869773293,Bergy bit,Bergy bit
801,219.0021689,3.600390582,Bergy bit,Bergy bit
802,45.87413132,3.063427924,Bergy bit,Bergy bit
803,279.3759651,4.365260338,Bergy bit,Small
804,52.3791399,2.857965082,Bergy bit,Bergy bit
805,44.80256724,2.97014589,Bergy bit,Bergy bit
806,72.19666791,3.606883353,Bergy bit,Bergy bit
807,256.4869781,3.781251546,Bergy bit,Small
808,5689.845633,9.605604276,Small,Medium
809,31.81231833,2.745958747,Bergy bit,Bergy bit
810,186.2819426,3.127829334,Bergy bit,Bergy bit
811,94.87893653,3.371953379,Bergy bit,Bergy bit
812,1037.869006,4.060809195,Bergy bit,Small
813,119.7684321,2.926073434,Bergy bit,Bergy bit
814,40.52267408,2.758373679,Bergy bit,Bergy bit
815,72.93986511,3.074891321,Bergy bit,Bergy bit
816,716.7173005,5.058065158,Small,Small
817,248.0138642,3.052537367,Bergy bit,Small
818,205.8105063,3.334492838,Bergy bit,Bergy bit
819,485.9093597,3.19331571,Bergy bit,Small
820,84.39978909,2.715527036,Bergy bit,Bergy bit
821,64.22742105,3.112181587,Bergy bit,Bergy bit
822,43.21076632,2.838843442,Bergy bit,Bergy bit
823,1185.13249,4.553702811,Bergy bit,Small
824,2095.93223,4.455402394,Bergy bit,Small
825,70.81937575,3.402358741,Bergy bit,Bergy bit
826,694.0088427,4.384373536,Bergy bit,Small
827,300.9928311,2.381844214,Bergy bit,Small
828,31.53114581,2.649376292,Bergy bit,Bergy bit
829,858.7220552,2.954739628,Bergy bit,Small
830,589.9519488,2.863303133,Bergy bit,Small
831,6178.154594,3.936330049,Bergy bit,Medium
832,30.33681536,2.991585454,Bergy bit,Bergy bit
833,1130.358076,4.888944945,Bergy bit,Small
834,46.32616997,3.282646245,Bergy bit,Bergy bit
835,34.88055682,3.609094194,Bergy bit,Bergy bit
836,66.04931438,3.313578892,Bergy bit,Bergy bit
837,103.9093407,4.037536352,Bergy bit,Bergy bit
838,721.8859236,3.615266088,Bergy bit,Small
839,56218.76868,19.37540387,Medium,Very large
840,1048.855205,5.913288114,Small,Small
841,251.3007179,2.148589883,Bergy bit,Small
842,1759.056287,4.743073561,Bergy bit,Small
843,2898.626649,6.839742603,Small,Small
844,266.2921274,3.381175681,Bergy bit,Small
845,292.4779449,3.608391528,Bergy bit,Small
846,46.20160866,2.692813415,Bergy bit,Bergy bit
847,87.63282287,3.767762471,Bergy bit,Bergy bit
848,31.55164921,2.62757102,Bergy bit,Bergy bit
849,590.1425287,4.946156112,Bergy bit,Small
850,2517.760335,5.44709081,Small,Small
851,51.63163257,3.41483562,Bergy bit,Bergy bit
852,77.05125403,2.897428101,Bergy bit,Bergy bit
853,543.4840593,4.160966194,Bergy bit,Small
854,1132.043319,6.861505612,Small,Small
855,377.0204628,3.637309854,Bergy bit,Small
856,564.2046599,3.72966662,Bergy bit,Small
857,468.7093818,4.923668681,Bergy bit,Small
858,155.3566349,4.268596025,Bergy bit,Bergy bit
859,32.79725015,2.746826262,Bergy bit,Bergy bit
860,63.14656723,3.242188469,Bergy bit,Bergy bit
861,2053.454487,4.94474016,Bergy bit,Small
862,234.5633553,4.572071503,Bergy bit,Small
863,5282.505569,5.638248802,Small,Medium
864,1238.511068,7.903700474,Small,Small
865,7729.909154,6.297277446,Small,Medium
866,4893.752603,9.354253793,Small,Medium
867,1268.644344,5.043722438,Small,Small
868,2752.987858,4.627856538,Bergy bit,Small
869,108.9930767,3.42083156,Bergy bit,Bergy bit
870,2072.81169,3.408927123,Bergy bit,Small
871,230.395681,3.66867414,Bergy bit,Small
872,66.1628232,3.205957769,Bergy bit,Bergy bit
873,70.56206918,2.998002595,Bergy bit,Bergy bit
874,124.317699,2.995915962,Bergy bit,Bergy bit
875,66.09035897,3.217160881,Bergy bit,Bergy bit
876,2166.051335,5.561304503,Small,Small
877,91.13332772,3.071943932,Bergy bit,Bergy bit
878,117.2351764,3.358878067,Bergy bit,Bergy bit
879,30.73433578,2.901679217,Bergy bit,Bergy bit
880,42.51511741,2.83106193,Bergy bit,Bergy bit
881,2031.251992,5.55631092,Small,Small
882,1540.644876,7.207061479,Small,Small
883,43.60344994,2.802175086,Bergy bit,Bergy bit
884,79.58884716,3.075080442,Bergy bit,Bergy bit
885,47.26252186,2.668544525,Bergy bit,Bergy bit
886,238.9855075,2.376371371,Bergy bit,Small
887,96.1179862,3.711093252,Bergy bit,Bergy bit
888,36.51960301,3.053769802,Bergy bit,Bergy bit
889,502.9921135,1.872568473,Bergy bit,Small
890,36.54449344,3.71385544,Bergy bit,Bergy bit
891,154.4709848,6.327483019,Small,Bergy bit
892,732.8677188,4.531488386,Bergy bit,Small
893,8701.490587,7.592870727,Small,Medium
894,52.1761502,3.343169019,Bergy bit,Bergy bit
895,54.41591477,3.621824762,Bergy bit,Bergy bit
896,30.23370385,3.597958823,Bergy bit,Bergy bit
897,88.6041218,2.934455661,Bergy bit,Bergy bit
898,1111.150054,4.168518748,Bergy bit,Small
899,38563.2686,22.50310382,Medium,Large
900,1413.416478,3.827180365,Bergy bit,Small
901,6215.609026,3.824748991,Bergy bit,Medium
902,47.71736956,3.379084475,Bergy bit,Bergy bit
903,63.79925489,3.005572073,Bergy bit,Bergy bit
904,625.18928,5.720802702,Small,Small
905,172.2840142,3.552776637,Bergy bit,Bergy bit
906,1168.278436,5.382506212,Small,Small
907,44.63376331,3.479775149,Bergy bit,Bergy bit
908,339.1548843,3.711740494,Bergy bit,Small
909,983.9580263,4.182373068,Bergy bit,Small
910,742.7809488,5.444101066,Small,Small
911,209.5816215,4.036512971,Bergy bit,Bergy bit
912,105.8247902,4.154265178,Bergy bit,Bergy bit
913,124.3242116,4.285820672,Bergy bit,Bergy bit
914,106.9061397,3.234659547,Bergy bit,Bergy bit
915,114.3826692,3.499750204,Bergy bit,Bergy bit
916,354.8806554,3.437024028,Bergy bit,Small
917,1320.744712,2.911967705,Bergy bit,Small
918,164.0359282,3.789421565,Bergy bit,Bergy bit
919,432.9788283,3.596639536,Bergy bit,Small
920,626.2518336,2.294145449,Bergy bit,Small
921,426.7845114,5.200464808,Small,Small
922,1635.021003,7.964610138,Small,Small
923,181.7083215,4.156318659,Bergy bit,Bergy bit
924,77.97694469,2.991285674,Bergy bit,Bergy bit
925,123.3843478,3.224995775,Bergy bit,Bergy bit
926,32.43014956,2.774735069,Bergy bit,Bergy bit
927,78.30117393,3.287898059,Bergy bit,Bergy bit
928,623.1850679,6.417986015,Small,Small
929,33870.10212,17.77113634,Medium,Large
930,1244.366196,3.821486793,Bergy bit,Small
931,43.4102025,3.048261199,Bergy bit,Bergy bit
932,556.9524227,4.550366348,Bergy bit,Small
933,526.8672548,1.948986842,Bergy bit,Small
934,563.7827389,4.331604977,Bergy bit,Small
935,38.57106733,3.021846144,Bergy bit,Bergy bit
936,2313.829268,4.717803898,Bergy bit,Small
937,317.4881545,3.436407082,Bergy bit,Small
938,258.8190908,4.021248779,Bergy bit,Small
939,7748.025863,7.147495399,Small,Medium
940,466.0749295,4.040385491,Bergy bit,Small
941,196.0953004,3.35192068,Bergy bit,Bergy bit
942,118392.6968,37.92496492,Medium,Very large
943,805.5180741,2.296034993,Bergy bit,Small
944,47.86649036,2.877213416,Bergy bit,Bergy bit
945,106.7962787,3.243401098,Bergy bit,Bergy bit
946,432.8775722,4.380291164,Bergy bit,Small
947,35.13843346,3.470926493,Bergy bit,Bergy bit
948,99.4333235,2.957425656,Bergy bit,Bergy bit
949,53.58615148,3.32003174,Bergy bit,Bergy bit
950,6155.265381,11.68885499,Small,Medium
951,2260.948624,8.540634002,Small,Small
952,807.263211,4.213686906,Bergy bit,Small
953,16500.12372,5.688867241,Small,Large
954,393.8170289,4.193603495,Bergy bit,Small
955,1049.209633,4.322243064,Bergy bit,Small
956,3430.870656,6.848879228,Small,Small
957,494.1970708,3.94712559,Bergy bit,Small
958,295.7840497,3.518593304,Bergy bit,Small
959,320.6968232,4.456162441,Bergy bit,Small
960,184.0687565,3.265897786,Bergy bit,Bergy bit
961,84.78592944,4.109640691,Bergy bit,Bergy bit
962,5427.435644,3.473358535,Bergy bit,Medium
963,118.2577066,5.03414962,Small,Bergy bit
964,57.58494544,3.859794782,Bergy bit,Bergy bit
965,812.4622374,4.154719101,Bergy bit,Small
966,139.5029503,3.101835041,Bergy bit,Bergy bit
967,670.4872057,4.326173497,Bergy bit,Small
968,402.3506666,3.615768203,Bergy bit,Small
969,1702.255033,4.979143175,Bergy bit,Small
970,215.3682694,3.327973017,Bergy bit,Bergy bit
971,35.81319726,3.113716977,Bergy bit,Bergy bit
972,1089.623211,5.204645102,Small,Small
973,38.89355612,2.833892836,Bergy bit,Bergy bit
974,225.2844502,3.576390775,Bergy bit,Small
975,111.0138509,2.952860457,Bergy bit,Bergy bit
976,252.4121177,3.829915835,Bergy bit,Small
977,31.82154441,2.75671097,Bergy bit,Bergy bit
978,36.36738801,2.741283387,Bergy bit,Bergy bit
979,33.06849337,2.725478754,Bergy bit,Bergy bit
980,161.2203944,3.358957992,Bergy bit,Bergy bit
981,258.3057709,3.42561729,Bergy bit,Small
982,146.0559773,3.15850948,Bergy bit,Bergy bit
983,58.53851652,3.314539774,Bergy bit,Bergy bit
984,3026.237445,6.482014511,Small,Small
985,155.2307315,3.331411268,Bergy bit,Bergy bit
986,35.72980666,3.226664767,Bergy bit,Bergy bit
987,173.3317372,3.97664558,Bergy bit,Bergy bit
988,62.69942641,2.817134354,Bergy bit,Bergy bit
989,127.827843,3.963277358,Bergy bit,Bergy bit
990,53.76420355,3.136603648,Bergy bit,Bergy bit
991,151.7364178,2.832506694,Bergy bit,Bergy bit
992,2378.048517,5.648012349,Small,Small
993,603.3359009,2.644407197,Bergy bit,Small
994,216.090432,3.714782748,Bergy bit,Bergy bit
995,71.62417078,2.718929301,Bergy bit,Bergy bit
996,64.79579806,3.168846649,Bergy bit,Bergy bit
997,139.2037776,3.423523885,Bergy bit,Bergy bit
998,411.0546851,4.886625326,Bergy bit,Small
999,1741.377171,4.880470888,Bergy bit,Small
1000,6293.645015,13.44125104,Small,Medium
1001,1647.121915,4.901034301,Bergy bit,Small
1002,116.0949368,2.681679106,Bergy bit,Bergy bit
1003,2902.382209,3.772254915,Bergy bit,Small
1004,344.8964393,3.861654245,Bergy bit,Small
1005,42.37121487,3.012279658,Bergy bit,Bergy bit
1006,898.9174324,3.124589417,Bergy bit,Small
1007,97.28222289,2.040865116,Bergy bit,Bergy bit
1008,63713.30128,18.37115866,Medium,Very large
1009,511.3553,1.071321331,Bergy bit,Small
1010,468.9012451,4.073996961,Bergy bit,Small
1011,405.9214468,3.696255023,Bergy bit,Small
1012,157.0149727,3.656764267,Bergy bit,Bergy bit
1013,31.80745959,2.765120141,Bergy bit,Bergy bit
1014,96.25494492,3.650396847,Bergy bit,Bergy bit
1015,48.06248569,3.602517973,Bergy bit,Bergy bit
1016,7235.729821,10.23898911,Small,Medium
1017,166.039808,3.494919734,Bergy bit,Bergy bit
1018,9552.86646,6.506919582,Small,Medium
1019,1086.645687,5.137555764,Small,Small
1020,672.1740661,4.065129905,Bergy bit,Small
1021,1679.093839,4.670701334,Bergy bit,Small
1022,1247.890674,2.911221112,Bergy bit,Small
1023,41.20089769,2.607493925,Bergy bit,Bergy bit
1024,444.2271853,3.929635825,Bergy bit,Small
1025,9420.82761,7.53169937,Small,Medium
1026,339.803783,3.465282754,Bergy bit,Small
1027,1581.521649,3.406262022,Bergy bit,Small
1028,78.42068028,2.966340224,Bergy bit,Bergy bit
1029,376.0177033,1.964555714,Bergy bit,Small
1030,3392.145604,4.475883227,Bergy bit,Small
1031,74.44113207,3.44776164,Bergy bit,Bergy bit
1032,392.8867843,4.191090953,Bergy bit,Small
1033,301.9777396,3.562703488,Bergy bit,Small
1034,1958.146748,6.344623098,Small,Small
1035,52.26405883,2.724420685,Bergy bit,Bergy bit
1036,2960.278043,10.78908946,Small,Small
1037,167.8613071,3.903482392,Bergy bit,Bergy bit
1038,2098.70802,5.441494868,Small,Small
1039,39.97969389,3.523494755,Bergy bit,Bergy bit
1040,3629.538213,4.568890291,Bergy bit,Medium
1041,127.6043035,4.498243331,Bergy bit,Bergy bit
1042,16066.79431,10.1489581,Small,Large
1043,69.2350235,3.202848775,Bergy bit,Bergy bit
1044,111.8996532,3.817448929,Bergy bit,Bergy bit
1045,939.7458563,2.864862074,Bergy bit,Small
1046,467.5769835,4.690276468,Bergy bit,Small
1047,33.14643562,3.453647478,Bergy bit,Bergy bit
1048,15148.9259,12.82574122,Small,Large
1049,719.4173176,4.145482525,Bergy bit,Small
1050,38.19459057,2.739307731,Bergy bit,Bergy bit
1051,246.1232299,3.992346424,Bergy bit,Small
1052,237.8759286,3.588279553,Bergy bit,Small
1053,517.9778564,3.737698499,Bergy bit,Small
1054,290.209288,4.370561222,Bergy bit,Small
1055,407.8871418,4.362385634,Bergy bit,Small
1056,149.7235198,3.251093385,Bergy bit,Bergy bit
1057,308.5129339,3.509920172,Bergy bit,Small
1058,2625.486645,5.570918828,Small,Small
1059,1089.731148,2.011405476,Bergy bit,Small
1060,36.86972678,3.196857438,Bergy bit,Bergy bit
1061,149.6457825,3.284540653,Bergy bit,Bergy bit
1062,33.94955027,3.142330252,Bergy bit,Bergy bit
1063,386.1241307,3.718184084,Bergy bit,Small
1064,339.7849308,3.939771228,Bergy bit,Small
1065,34.95241785,2.992888882,Bergy bit,Bergy bit
1066,1476.770853,3.879849516,Bergy bit,Small
1067,4477.496185,6.166819184,Small,Medium
1068,174.1891053,3.546890103,Bergy bit,Bergy bit
1069,1814.803591,5.888312398,Small,Small
1070,34.79304934,3.203331313,Bergy bit,Bergy bit
1071,650.9323487,5.106539041,Small,Small
1072,1379.109394,5.937376803,Small,Small
1073,54.02195787,2.872410615,Bergy bit,Bergy bit
1074,499.8958142,4.531825083,Bergy bit,Small
1075,56.43411136,2.988279949,Bergy bit,Bergy bit
1076,261.7967519,3.239605192,Bergy bit,Small
1077,103.4531965,3.317788884,Bergy bit,Bergy bit
1078,123.0481274,5.062682126,Small,Bergy bit
1079,567.5351639,3.356908204,Bergy bit,Small
1080,142.7178162,3.525708835,Bergy bit,Bergy bit
1081,5636.810362,8.672193661,Small,Medium
1082,500.7713296,4.635326459,Bergy bit,Small
1083,2358.025887,4.294865069,Bergy bit,Small
1084,69.23861194,3.754539098,Bergy bit,Bergy bit
1085,757.4947683,3.507918302,Bergy bit,Small
1086,2217.591118,5.280678884,Small,Small
1087,1743.40966,5.373517291,Small,Small
1088,164.240775,4.185597454,Bergy bit,Bergy bit
1089,1542.338673,6.515362805,Small,Small
1090,2298.986104,6.197115518,Small,Small
1091,539.9640024,3.690457057,Bergy bit,Small
1092,1294.681087,5.762287311,Small,Small
1093,459.040131,4.404766183,Bergy bit,Small
1094,12182.06986,9.217521671,Small,Medium
1095,220.2323714,3.72827427,Bergy bit,Bergy bit
1096,90.34010541,3.246063077,Bergy bit,Bergy bit
1097,964.783258,3.921147771,Bergy bit,Small
1098,77.40749168,2.639775114,Bergy bit,Bergy bit
1099,79.89711308,3.123910354,Bergy bit,Bergy bit
1100,37.56521285,2.82662286,Bergy bit,Bergy bit
1101,1060.763606,6.388203071,Small,Small
1102,109.6612208,3.229932745,Bergy bit,Bergy bit
1103,283.2637885,3.971835687,Bergy bit,Small
1104,123.9379549,3.055329274,Bergy bit,Bergy bit
1105,95.23076606,2.891083463,Bergy bit,Bergy bit
1106,53.70859516,3.279331806,Bergy bit,Bergy bit
1107,639.8914292,3.017746158,Bergy bit,Small
1108,36.01300097,2.887257691,Bergy bit,Bergy bit
1109,35.26890504,2.980426701,Bergy bit,Bergy bit
1110,36.09828615,3.881520089,Bergy bit,Bergy bit
1111,196.032639,3.362548962,Bergy bit,Bergy bit
1112,960.2710835,5.468229206,Small,Small
1113,77.26902568,3.205084824,Bergy bit,Bergy bit
1114,2993.028682,7.110614206,Small,Small
1115,9773.399184,7.606949462,Small,Medium
1116,53184.45794,17.77854182,Medium,Very large
1117,45.36313701,2.900094813,Bergy bit,Bergy bit
1118,595.4458572,2.034535748,Bergy bit,Small
1119,2297.463847,10.57218025,Small,Small
1120,66.36375976,3.317759573,Bergy bit,Bergy bit
1121,85.93597531,3.996110544,Bergy bit,Bergy bit
1122,165.0786626,3.320748176,Bergy bit,Bergy bit
1123,1311.411312,6.490836091,Small,Small
1124,955.821175,6.020605211,Small,Small
1125,2567.647482,5.312309644,Small,Small
1126,715.3228132,2.793402947,Bergy bit,Small
1127,624.0579785,3.453276953,Bergy bit,Small
1128,49.21427226,3.339608324,Bergy bit,Bergy bit
1129,53.82242298,3.367863875,Bergy bit,Bergy bit
1130,58.93834972,2.70484507,Bergy bit,Bergy bit
1131,1331.369919,5.326775119,Small,Small
1132,150.5551128,2.856598129,Bergy bit,Bergy bit
1133,2426.363665,5.126950788,Small,Small
1134,5049.726707,8.772911482,Small,Medium
