FID,ICEAREA,H,class_height,class_length
214,38.1221008,2.214307356,Bergy bit,Bergy bit
215,346.8880005,3.199258967,Bergy bit,Small
216,3704.659912,4.741485118,Bergy bit,Medium
217,95.0934982,2.403389923,Bergy bit,Bergy bit
218,10023.7002,4.559028477,Bergy bit,Medium
219,373.9700012,2.673128641,Bergy bit,Small
220,56.1360016,2.358508977,Bergy bit,Bergy bit
221,76.8636017,2.315145341,Bergy bit,Bergy bit
222,1203.790039,4.004607869,Bergy bit,Small
223,5859.290039,6.365617052,Small,Medium
224,7352.790039,4.909215165,Bergy bit,Medium
225,39.3508987,2.174477232,Bergy bit,Bergy bit
226,175.246994,2.538798982,Bergy bit,Bergy bit
227,290.8869934,2.702710555,Bergy bit,Small
228,666.6290283,2.943347022,Bergy bit,Small
229,63.9897995,2.333932217,Bergy bit,Bergy bit
230,1471.699951,4.641604483,Bergy bit,Small
231,1637.73999,3.084764878,Bergy bit,Small
232,95.6100998,2.520117191,Bergy bit,Bergy bit
233,459.9240112,3.99946826,Bergy bit,Small
234,681.0369873,2.816255451,Bergy bit,Small
235,46.0591011,2.220519035,Bergy bit,Bergy bit
236,726.9110107,2.825240633,Bergy bit,Small
237,97.0403976,2.560277837,Bergy bit,Bergy bit
238,365.0960083,3.098050794,Bergy bit,Small
239,7082.609863,7.658443132,Small,Medium
240,46.6838989,2.245501403,Bergy bit,Bergy bit
241,2944.280029,5.575614199,Small,Small
242,389.4370117,3.76444603,Bergy bit,Small
243,251.5390015,2.302870735,Bergy bit,Small
244,55.3087997,2.160373545,Bergy bit,Bergy bit
245,33.4855003,2.156088134,Bergy bit,Bergy bit
246,292.9030151,2.384181763,Bergy bit,Small
247,40.6109009,2.228293825,Bergy bit,Bergy bit
248,41.1865997,2.277460618,Bergy bit,Bergy bit
249,3371.860107,4.455500999,Bergy bit,Small
250,8655.040039,10.11197291,Small,Medium
251,845.3549805,2.892526165,Bergy bit,Small
252,93.2939987,2.613157872,Bergy bit,Bergy bit
253,8504.55957,9.374584075,Small,Medium
254,112.5110016,2.348189788,Bergy bit,Bergy bit
255,199.276001,2.950711257,Bergy bit,Bergy bit
256,123.3840027,2.531213388,Bergy bit,Bergy bit
257,54.1897011,2.448266736,Bergy bit,Bergy bit
258,60.2731018,2.432622473,Bergy bit,Bergy bit
259,994.9370117,1.780394052,Bergy bit,Small
260,4518.129883,6.38622565,Small,Medium
261,1494.349976,2.571016433,Bergy bit,Small
262,4339.370117,4.75244581,Bergy bit,Medium
263,129.951004,2.251309553,Bergy bit,Bergy bit
264,29925.19922,10.97007302,Small,Large
265,515.5570068,3.030806362,Bergy bit,Small
266,10517.7998,11.42708388,Small,Medium
267,35.7454987,2.13609172,Bergy bit,Bergy bit
268,37.5091019,2.187494305,Bergy bit,Bergy bit
269,2857.76001,6.061029009,Small,Small
270,1542.26001,1.853096567,Bergy bit,Small
271,2456.560059,4.634589632,Bergy bit,Small
272,474.0180054,4.386109083,Bergy bit,Small
273,179.6100006,2.700394298,Bergy bit,Bergy bit
274,33.9166985,2.493092424,Bergy bit,Bergy bit
275,466.0509949,4.554910257,Bergy bit,Small
276,13535.90039,13.27016279,Small,Medium
277,8156.390137,12.3909637,Small,Medium
278,556.4639893,4.382555748,Bergy bit,Small
279,316.0820007,3.458842122,Bergy bit,Small
280,150.3090057,2.499947202,Bergy bit,Bergy bit
281,777.2109985,2.428655576,Bergy bit,Small
282,1790.170044,4.401831565,Bergy bit,Small
283,2307.370117,3.315392202,Bergy bit,Small
284,1444.660034,3.214819834,Bergy bit,Small
285,921.4310303,2.031072907,Bergy bit,Small
286,7755.819824,10.46539209,Small,Medium
287,312.1010132,2.632077112,Bergy bit,Small
288,1418.890015,2.465870172,Bergy bit,Small
289,146.3040009,3.279051617,Bergy bit,Bergy bit
290,10626.2002,6.173698959,Small,Medium
291,2282.659912,4.94836367,Bergy bit,Small
292,246.4620056,2.305996475,Bergy bit,Small
293,4341.629883,3.620485373,Bergy bit,Medium
294,850.5,3.900848912,Bergy bit,Small
295,190.8899994,2.982316824,Bergy bit,Bergy bit
296,34.966301,2.079029049,Bergy bit,Bergy bit
297,5581.479981,6.412129233,Small,Medium
298,377.3559875,3.074259809,Bergy bit,Small
299,3090.800049,2.387872972,Bergy bit,Small
300,942.5980225,2.885658,Bergy bit,Small
301,146.8659973,2.490358586,Bergy bit,Bergy bit
302,512.5739746,2.980386866,Bergy bit,Small
303,2686.26001,3.981330819,Bergy bit,Small
304,1057.530029,3.47285909,Bergy bit,Small
305,3163.830078,6.040323298,Small,Small
306,32.4580994,2.164471735,Bergy bit,Bergy bit
307,70.8647003,2.203703056,Bergy bit,Bergy bit
308,17462.59961,8.463731317,Small,Large
309,1340.73999,3.263948159,Bergy bit,Small
310,985.3460083,4.079230464,Bergy bit,Small
311,6284.229981,4.881530522,Bergy bit,Medium
312,630.3280029,3.359354408,Bergy bit,Small
313,6027.490234,5.379466976,Small,Medium
314,679.1290283,2.343101116,Bergy bit,Small
315,1546.48999,4.568489762,Bergy bit,Small
316,272.7659912,2.543623648,Bergy bit,Small
317,155.2440033,3.069847936,Bergy bit,Bergy bit
318,79.1326981,2.471560349,Bergy bit,Bergy bit
319,371.9259949,2.544065766,Bergy bit,Small
320,31.2907009,2.043951017,Bergy bit,Bergy bit
321,1870.209961,3.198961229,Bergy bit,Small
322,45.5647011,2.135731653,Bergy bit,Bergy bit
323,32.6464996,2.175761747,Bergy bit,Bergy bit
324,230.7709961,2.33853083,Bergy bit,Small
325,736.8220215,2.864857363,Bergy bit,Small
326,1067.5,3.720549503,Bergy bit,Small
327,623.0819702,0.953306226,Growler,Small
328,723.2000122,2.968472697,Bergy bit,Small
329,174.3899994,2.533593139,Bergy bit,Bergy bit
330,2614.229981,6.994414095,Small,Small
331,104.4909973,2.284295563,Bergy bit,Bergy bit
332,45.2006989,2.531223605,Bergy bit,Bergy bit
333,134.3139954,2.379930675,Bergy bit,Bergy bit
334,498.8429871,2.655549872,Bergy bit,Small
335,7540.600098,4.598353691,Bergy bit,Medium
336,5704.220215,4.790695467,Bergy bit,Medium
337,1842.040039,3.357730668,Bergy bit,Small
338,889.4819946,3.344151577,Bergy bit,Small
339,1320.439941,4.360900178,Bergy bit,Small
340,787.7130127,3.535509487,Bergy bit,Small
341,1526.619995,3.612980495,Bergy bit,Small
342,531.7869873,2.732349573,Bergy bit,Small
343,489.4809875,3.275165022,Bergy bit,Small
344,80072.5,18.47233678,Medium,Very large
345,8751.830078,14.96942286,Small,Medium
346,119.2740021,2.514044311,Bergy bit,Bergy bit
347,63.4728012,2.646834177,Bergy bit,Bergy bit
348,139.1929932,2.56632915,Bergy bit,Bergy bit
349,1818.890015,1.492666449,Bergy bit,Small
350,3356.439941,0.556638564,Growler,Small
351,35.6450005,2.691414767,Bergy bit,Bergy bit
352,9057.480469,7.885543129,Small,Medium
353,105.6539993,2.424081475,Bergy bit,Bergy bit
354,1555.530029,3.857630552,Bergy bit,Small
355,731.3699951,2.489881996,Bergy bit,Small
356,4198.779785,3.290040152,Bergy bit,Medium
357,1803.76001,6.904930105,Small,Small
358,525.7290039,4.29807601,Bergy bit,Small
359,269.276001,2.456306882,Bergy bit,Small
360,61.0116005,2.255782049,Bergy bit,Bergy bit
361,151.7949982,2.827415134,Bergy bit,Bergy bit
362,183.720993,2.976008098,Bergy bit,Bergy bit
363,4112.5,4.427485298,Bergy bit,Medium
364,124.1689987,2.680229327,Bergy bit,Bergy bit
365,3063.979981,5.270138804,Small,Small
366,1264.459961,2.945100229,Bergy bit,Small
367,3036.780029,3.93553412,Bergy bit,Small
368,965.8939819,1.39785398,Bergy bit,Small
369,4949.720215,7.573509211,Small,Medium
370,1225.530029,1.829826076,Bergy bit,Small
371,1658.670044,1.856986794,Bergy bit,Small
372,1280.660034,1.60811474,Bergy bit,Small
373,8671.820313,9.877686844,Small,Medium
374,1257.550049,0.580527945,Growler,Small
375,4748.430176,4.793083543,Bergy bit,Medium
376,1279.01001,0.867151828,Growler,Small
377,4968.870117,2.592258337,Bergy bit,Medium
378,721.1140137,3.669222143,Bergy bit,Small
379,4043.610107,13.13545473,Small,Medium
380,6476.959961,18.02800921,Medium,Medium
381,33598,9.708692249,Small,Large
382,2025.579956,5.333187413,Small,Small
383,6194.939941,5.396632189,Small,Medium
384,6039.279785,4.845876395,Bergy bit,Medium
385,2217.050049,1.60822337,Bergy bit,Small
386,2170.929932,0.587072093,Growler,Small
387,4742.479981,0.588584976,Growler,Medium
388,29370.80078,14.84916745,Small,Large
389,20685.69922,5.028528414,Small,Large
390,3199.320068,2.142476729,Bergy bit,Small
391,8209.620117,6.493379975,Small,Medium
392,1112.869995,0.808330725,Growler,Small
393,2526.070068,1.45671674,Bergy bit,Small
394,762.2199707,2.203013335,Bergy bit,Small
395,567.8280029,4.672449182,Bergy bit,Small
396,2847.860107,5.984657899,Small,Small
397,2797.02002,7.17628166,Small,Small
398,283.4169922,2.780777766,Bergy bit,Small
399,1577.900024,2.004520119,Bergy bit,Small
400,856.2910156,3.22961794,Bergy bit,Small
401,905.4019775,2.812771812,Bergy bit,Small
402,2615.719971,5.145865987,Small,Small
403,1565.209961,3.244751835,Bergy bit,Small
404,1098.170044,4.428173052,Bergy bit,Small
405,167.8659973,2.748996413,Bergy bit,Bergy bit
406,49.3172989,2.429534607,Bergy bit,Bergy bit
407,3586.98999,3.521367341,Bergy bit,Small
408,734.4039917,2.5626805,Bergy bit,Small
409,505.7229919,2.888441293,Bergy bit,Small
410,129.8880005,2.306593506,Bergy bit,Bergy bit
411,75.7494965,2.463076435,Bergy bit,Bergy bit
412,465.3970032,3.249251577,Bergy bit,Small
413,1669.400024,3.472900498,Bergy bit,Small
414,25539.59961,10.36061139,Small,Large
415,343.7929993,3.000587426,Bergy bit,Small
416,233.3390045,2.591646166,Bergy bit,Small
417,1855.229981,7.488930898,Small,Small
418,384.6719971,2.236189451,Bergy bit,Small
419,167.3710022,3.601195038,Bergy bit,Bergy bit
420,193.1150055,3.057684717,Bergy bit,Bergy bit
421,870.2000122,4.000354674,Bergy bit,Small
422,138.3329926,2.662571387,Bergy bit,Bergy bit
423,32.9860001,2.224330509,Bergy bit,Bergy bit
424,479.8259888,2.374128174,Bergy bit,Small
425,36.2160988,2.204722801,Bergy bit,Bergy bit
426,138.9589996,2.389131409,Bergy bit,Bergy bit
427,2490.77002,4.44855693,Bergy bit,Small
428,82.3384018,2.557706873,Bergy bit,Bergy bit
429,7621.689941,9.506870558,Small,Medium
430,212.9369965,2.701408155,Bergy bit,Bergy bit
431,42.9622002,2.350998942,Bergy bit,Bergy bit
432,264.7650146,3.308549568,Bergy bit,Small
433,644.7750244,3.566489797,Bergy bit,Small
434,745.4799805,3.527243907,Bergy bit,Small
435,3580.050049,4.304576957,Bergy bit,Small
436,30.1413994,2.387941641,Bergy bit,Bergy bit
437,33.9775009,2.205838025,Bergy bit,Bergy bit
438,34.4031982,2.140900823,Bergy bit,Bergy bit
439,1476.949951,4.377597498,Bergy bit,Small
440,10297.2998,5.242125183,Small,Medium
441,31.3339996,2.476736384,Bergy bit,Bergy bit
442,315.4570007,2.851005418,Bergy bit,Small
443,694.4710083,3.148784078,Bergy bit,Small
444,121.1559982,2.495044881,Bergy bit,Bergy bit
445,8656.519531,6.061958382,Small,Medium
446,3768.840088,4.61631863,Bergy bit,Medium
447,5993.470215,5.623234408,Small,Medium
448,370.7669983,3.014679302,Bergy bit,Small
449,478.7309875,2.943833226,Bergy bit,Small
450,167.2129974,3.628964715,Bergy bit,Bergy bit
451,3428.969971,2.811389502,Bergy bit,Small
452,373.2999878,3.411674519,Bergy bit,Small
453,248.4109955,4.858593267,Bergy bit,Small
454,389.2260132,4.647275755,Bergy bit,Small
455,1229.839966,6.338618665,Small,Small
456,91.7061005,6.899276871,Small,Bergy bit
457,63.634201,7.299521411,Small,Bergy bit
458,748.3319702,9.334469262,Small,Small
459,142.1580048,3.260500577,Bergy bit,Bergy bit
460,867.2520142,2.840031599,Bergy bit,Small
461,106.9319992,2.296586786,Bergy bit,Bergy bit
462,105.7419968,1.498649582,Bergy bit,Bergy bit
463,251.177002,2.991196963,Bergy bit,Small
464,72.9392014,1.755137269,Bergy bit,Bergy bit
465,90.2779999,1.398112378,Bergy bit,Bergy bit
466,40.3353004,2.961436609,Bergy bit,Bergy bit
467,30.0403996,2.869984528,Bergy bit,Bergy bit
468,162.6260071,2.03079572,Bergy bit,Bergy bit
469,71.7617035,1.762353661,Bergy bit,Bergy bit
470,91.6710968,0.807993872,Growler,Bergy bit
471,43.8140984,0.425428215,Growler,Bergy bit
472,101.3580017,0.775307956,Growler,Bergy bit
473,82.9291992,1.049254545,Bergy bit,Bergy bit
474,45.8796005,0.739091817,Growler,Bergy bit
475,53.162899,0.426613073,Growler,Bergy bit
476,147.5939941,0.491973814,Growler,Bergy bit
477,33.3497009,1.621242796,Bergy bit,Bergy bit
478,1838.280029,7.858164282,Small,Small
479,5036.180176,7.833645913,Small,Medium
480,1698.410034,3.886712423,Bergy bit,Small
481,387.2659912,4.002754951,Bergy bit,Small
482,628.3259888,3.459239059,Bergy bit,Small
483,1936.75,4.025057404,Bergy bit,Small
484,634.59198,3.854568824,Bergy bit,Small
485,1864.26001,5.587457188,Small,Small
486,784.1859741,1.566632448,Bergy bit,Small
487,1013.150024,1.751290544,Bergy bit,Small
488,155.2250061,0.941201885,Growler,Bergy bit
489,231.8390045,1.763939483,Bergy bit,Small
490,162.5240021,1.229402465,Bergy bit,Bergy bit
491,2143.590088,0.700147262,Growler,Small
492,563.5930176,0.979417195,Growler,Small
493,148.5500031,0.482298712,Growler,Bergy bit
494,62.111599,0.590751577,Growler,Bergy bit
495,262.7780151,1.832466496,Bergy bit,Small
496,1015.01001,0.957180021,Growler,Small
497,437.5289917,0.717058946,Growler,Small
498,903.8319702,0.625103969,Growler,Small
499,296.8200073,1.254203884,Bergy bit,Small
500,101.2480011,0.479437396,Growler,Bergy bit
501,416.4830017,1.234361742,Bergy bit,Small
502,531.4970093,1.326712062,Bergy bit,Small
503,99.3506012,0.865401459,Growler,Bergy bit
504,308.2569885,0.552543633,Growler,Small
505,498.4070129,0.621338575,Growler,Small
506,350.9679871,2.628457247,Bergy bit,Small
507,197.7980042,0.632286648,Growler,Bergy bit
508,276.321991,1.320111381,Bergy bit,Small
509,485.4179993,0.535431374,Growler,Small
510,4592.029785,0.896169674,Growler,Medium
511,509.0650024,1.131885632,Bergy bit,Small
512,726.0239868,1.464849452,Bergy bit,Small
513,497.5750122,0.726419495,Growler,Small
514,1153.530029,2.783020383,Bergy bit,Small
515,147.6399994,0.187130923,Growler,Bergy bit
516,1191.859985,0.684187026,Growler,Small
517,371.7950134,1.328799939,Bergy bit,Small
518,482.2969971,0.643093454,Growler,Small
519,484.8169861,0.622087775,Growler,Small
520,107.5270004,2.86869159,Bergy bit,Bergy bit
521,2316.899902,0.780248873,Growler,Small
522,382.3299866,2.195633261,Bergy bit,Small
523,252.3320007,0.464727768,Growler,Small
524,144.4199982,1.859128186,Bergy bit,Bergy bit
525,97.5164032,0.278923476,Growler,Bergy bit
526,59.9939995,1.922572852,Bergy bit,Bergy bit
527,1504.01001,2.272821939,Bergy bit,Small
528,109.6800003,0.21392992,Growler,Bergy bit
529,290.947998,0.297542615,Growler,Small
530,5735.339844,10.42760946,Small,Medium
531,546.9810181,0.188901442,Growler,Small
532,3444.540039,3.022399254,Bergy bit,Small
533,433.1539917,1.285832496,Bergy bit,Small
534,486.1470032,3.053014316,Bergy bit,Small
535,872.0479736,0.698731835,Growler,Small
536,375.2250061,2.606269319,Bergy bit,Small
537,481.8070068,5.594059137,Small,Small
538,236.6159973,0.65806549,Growler,Small
539,56.3886986,1.650112881,Bergy bit,Bergy bit
540,259.9360046,1.054970453,Bergy bit,Small
541,676.4979858,2.045232529,Bergy bit,Small
542,1229.280029,0.400157399,Growler,Small
543,717.09198,1.414720466,Bergy bit,Small
544,1063.130005,0.169590753,Growler,Small
545,98.4615021,0.548539415,Growler,Bergy bit
546,231.75,1.419528985,Bergy bit,Small
547,172.701004,0.704984499,Growler,Bergy bit
548,82.675499,1.620573879,Bergy bit,Bergy bit
549,468.8559875,4.468801648,Bergy bit,Small
550,771.1359863,0.394559956,Growler,Small
551,281.8779907,0.929955296,Growler,Small
552,396.1820068,1.143315985,Bergy bit,Small
553,2049.77002,0.376110496,Growler,Small
554,1885.579956,1.318657387,Bergy bit,Small
555,2486.459961,2.145267584,Bergy bit,Small
556,2452.26001,4.357829101,Bergy bit,Small
557,2309.870117,1.160626084,Bergy bit,Small
558,1802.060059,0.824798598,Growler,Small
559,1449.660034,6.052633114,Small,Small
560,463.0109863,4.93820443,Bergy bit,Small
561,1378.670044,2.597353469,Bergy bit,Small
562,898.5789795,0.934360417,Growler,Small
563,968.0239868,1.060010234,Bergy bit,Small
564,1178.180054,2.055398691,Bergy bit,Small
565,296.5400085,0.918820261,Growler,Small
566,718.9470215,0.964936552,Growler,Small
567,578.0980225,0.220890187,Growler,Small
568,733.6480103,0.811301739,Growler,Small
569,623.2600098,1.266788836,Bergy bit,Small
570,292.0509949,0.502720899,Growler,Small
571,758.565979,0.540095917,Growler,Small
572,126.5879974,1.131644363,Bergy bit,Bergy bit
