FID,ICEAREA,H,class_height,class_length
74,181.8890076,2.518337038,Bergy bit,Bergy bit
75,35.2336006,2.207044584,Bergy bit,Bergy bit
76,256.269989,2.58493156,Bergy bit,Small
77,6131.25,2.68212238,Bergy bit,Medium
78,6301.890137,9.168462432,Small,Medium
79,11777.5,5.368283001,Small,Medium
80,3821.830078,4.067967474,Bergy bit,Medium
81,17154.09961,4.668577743,Bergy bit,Large
82,83.6772995,2.471675484,Bergy bit,Bergy bit
83,487.7430115,2.911405326,Bergy bit,Small
84,382.2120056,3.048348644,Bergy bit,Small
85,328.4869995,2.596802201,Bergy bit,Small
86,4676.680176,5.169353419,Small,Medium
87,460.6679993,2.81330801,Bergy bit,Small
88,952.0780029,3.228949356,Bergy bit,Small
89,31748.40039,6.900618592,Small,Large
90,116.5429993,2.320448974,Bergy bit,Bergy bit
91,618.4910278,3.927707894,Bergy bit,Small
92,262.6220093,2.609036626,Bergy bit,Small
93,136.3249969,2.504515639,Bergy bit,Bergy bit
94,456.3120117,2.721115897,Bergy bit,Small
95,18598.40039,6.002292478,Small,Large
96,872.0750122,2.844204669,Bergy bit,Small
97,253.822998,2.557688011,Bergy bit,Small
98,1294.439941,3.277024094,Bergy bit,Small
99,3249.810059,1.228179306,Bergy bit,Small
100,4608.799805,5.232459721,Small,Medium
101,7645.350098,8.280558509,Small,Medium
102,1112.640015,3.127439892,Bergy bit,Small
103,1115.420044,3.852474516,Bergy bit,Small
104,2608.01001,4.698881541,Bergy bit,Small
105,664.0239868,2.614899963,Bergy bit,Small
106,224.8619995,2.428704359,Bergy bit,Bergy bit
107,305.1809998,2.547948551,Bergy bit,Small
108,185.5350037,2.380285097,Bergy bit,Bergy bit
109,131.3410034,2.323776958,Bergy bit,Bergy bit
110,91.2265015,2.325675018,Bergy bit,Bergy bit
111,2286.350098,3.207883605,Bergy bit,Small
112,2742.060059,3.474078827,Bergy bit,Small
113,165.8430023,2.95128229,Bergy bit,Bergy bit
114,2465.429932,3.150726363,Bergy bit,Small
115,969.5889893,2.915604464,Bergy bit,Small
116,583.9609985,3.575179441,Bergy bit,Small
117,578.6270142,3.235140409,Bergy bit,Small
118,520.2299805,3.000510871,Bergy bit,Small
119,102.112999,2.470800458,Bergy bit,Bergy bit
120,490.1950073,2.635249995,Bergy bit,Small
121,1101.280029,1.659483581,Bergy bit,Small
122,11527.5,9.551730587,Small,Medium
123,3483.439941,6.446865026,Small,Small
124,7308.089844,3.725053826,Bergy bit,Medium
125,147.3009949,2.453810582,Bergy bit,Bergy bit
126,276.70401,2.421144674,Bergy bit,Small
127,696.2579956,4.142346556,Bergy bit,Small
128,686.8359985,2.561728944,Bergy bit,Small
129,1007.409973,3.598924639,Bergy bit,Small
130,9888.69043,7.292771645,Small,Medium
131,92.1212997,2.291472031,Bergy bit,Bergy bit
132,169.1519928,2.393359263,Bergy bit,Bergy bit
133,111.0999985,2.814753527,Bergy bit,Bergy bit
134,757.6539917,4.783993657,Bergy bit,Small
135,151.8049927,2.290381458,Bergy bit,Bergy bit
136,184.2660065,2.442665824,Bergy bit,Bergy bit
137,4389.600098,3.284024595,Bergy bit,Medium
138,1421.839966,3.360943015,Bergy bit,Small
139,998.5,5.139353173,Small,Small
140,742.8430176,3.254580109,Bergy bit,Small
141,10784.2002,5.088373615,Small,Medium
142,540.9890137,2.746824496,Bergy bit,Small
143,5388.649902,4.957056183,Bergy bit,Medium
144,3813.659912,5.727651682,Small,Medium
145,786.2119751,2.477090091,Bergy bit,Small
146,108.4059982,2.420546665,Bergy bit,Bergy bit
147,22022.59961,8.746445717,Small,Large
148,1934.199951,4.993439119,Bergy bit,Small
149,407.151001,2.49756634,Bergy bit,Small
150,133.526001,2.566612576,Bergy bit,Bergy bit
151,298.2229919,1.975878793,Bergy bit,Small
152,2881.840088,3.269456691,Bergy bit,Small
153,1030.829956,3.516734053,Bergy bit,Small
154,380.2460022,3.546878718,Bergy bit,Small
155,34436.60156,7.429026306,Small,Large
156,2814.530029,4.589129813,Bergy bit,Small
157,287.7799988,1.695863898,Bergy bit,Small
158,1186.599976,3.13918588,Bergy bit,Small
159,273.5690002,1.983145833,Bergy bit,Small
160,2449.610107,3.391393076,Bergy bit,Small
161,415.0939941,2.667462754,Bergy bit,Small
162,1061.030029,2.888220948,Bergy bit,Small
163,7177.939941,4.679470058,Bergy bit,Medium
164,166.9329987,2.505619063,Bergy bit,Bergy bit
165,352.7130127,2.82152339,Bergy bit,Small
166,3326.969971,4.418992719,Bergy bit,Small
167,3791.610107,4.799269719,Bergy bit,Medium
168,498.526001,1.261552315,Bergy bit,Small
169,297.6430054,2.483444524,Bergy bit,Small
170,967.901001,3.231852501,Bergy bit,Small
171,2086.560059,3.965383814,Bergy bit,Small
172,1773.48999,2.716308561,Bergy bit,Small
173,5917.02002,4.377536718,Bergy bit,Medium
174,7912.169922,6.570137437,Small,Medium
175,1246.729981,4.314933301,Bergy bit,Small
176,90.6377029,2.276623845,Bergy bit,Bergy bit
177,222.253006,2.613987453,Bergy bit,Bergy bit
178,450.3599854,2.413968319,Bergy bit,Small
179,579.117981,2.948319702,Bergy bit,Small
180,1727.130005,4.343819545,Bergy bit,Small
181,392.1549988,2.587821126,Bergy bit,Small
182,1893.910034,5.522248372,Small,Small
183,3072.080078,5.119791239,Small,Small
184,583.242981,3.637869762,Bergy bit,Small
185,2397.52002,5.758307295,Small,Small
186,107.6839981,1.754336418,Bergy bit,Bergy bit
187,94.069397,1.455033675,Bergy bit,Bergy bit
188,412.506012,2.246225847,Bergy bit,Small
189,625.8690186,1.743013848,Bergy bit,Small
190,1498.199951,5.160958304,Small,Small
191,208.7279968,2.694643289,Bergy bit,Bergy bit
192,2727.969971,6.286130471,Small,Small
193,1124.930054,4.576360607,Bergy bit,Small
194,292.6669922,4.921841267,Bergy bit,Small
195,863.8120117,5.463531483,Small,Small
196,287.7189941,4.346866487,Bergy bit,Small
197,845.7780151,4.355368896,Bergy bit,Small
198,540.7069702,4.758018609,Bergy bit,Small
199,242.0500031,4.684533733,Bergy bit,Small
200,196.5899963,3.49718056,Bergy bit,Bergy bit
201,164.0010071,3.50437016,Bergy bit,Bergy bit
202,551.0239868,5.812204208,Small,Small
203,6996.509766,6.78522061,Small,Medium
204,1222.77002,4.423055638,Bergy bit,Small
205,1285.839966,5.341125187,Small,Small
206,8643.200195,11.51721113,Small,Medium
207,474.2070007,5.047763227,Small,Small
208,162.1849976,4.310669563,Bergy bit,Bergy bit
209,1149.459961,5.535164823,Small,Small
210,829.4819946,5.277420756,Small,Small
211,103.7190018,4.94342328,Bergy bit,Bergy bit
212,896.1469727,7.043819868,Small,Small
213,1070.25,7.193717557,Small,Small
214,5267.740234,7.449012208,Small,Medium
215,294.7359924,5.272977631,Small,Small
216,2112.149902,7.679834505,Small,Small
217,7014.180176,8.013540066,Small,Medium
218,8604.830078,9.202817011,Small,Medium
219,7626.399902,10.42863137,Small,Medium
220,1266.160034,7.990705712,Small,Small
221,1161.75,8.189959082,Small,Small
222,33692.19922,13.04737602,Small,Large
223,1786.380005,5.806981241,Small,Small
224,6880.160156,6.690200177,Small,Medium
225,209.2259979,1.49109649,Bergy bit,Bergy bit
226,147.3350067,3.570045015,Bergy bit,Bergy bit
227,85.0136032,1.352266556,Bergy bit,Bergy bit
228,615.3359985,0.795184178,Growler,Small
229,1342.280029,1.286512064,Bergy bit,Small
230,900.2410278,3.017832771,Bergy bit,Small
231,896.5139771,8.596985889,Small,Small
232,2817.939941,7.173118223,Small,Small
233,580.6459961,7.000825928,Small,Small
234,465.9899902,7.15215448,Small,Small
235,739.3439941,9.040070071,Small,Small
236,119.2369995,8.641015456,Small,Bergy bit
237,1392.599976,6.965818158,Small,Small
238,609.4689941,7.920597449,Small,Small
239,1000.580017,7.439186582,Small,Small
240,947.809021,6.807069933,Small,Small
241,932.6099854,13.16051045,Small,Small
242,207.5899963,12.65701518,Small,Bergy bit
243,693.0109863,7.139577618,Small,Small
244,226.3390045,5.016021564,Small,Small
245,122.6029968,6.345770586,Small,Bergy bit
246,204.0379944,5.951804963,Small,Bergy bit
247,111.7890015,6.230439486,Small,Bergy bit
248,181.9329987,4.332042813,Bergy bit,Bergy bit
249,6182.779785,7.214532288,Small,Medium
250,308.3420105,4.743661593,Bergy bit,Small
251,619.7719727,1.575205549,Bergy bit,Small
252,1855.48999,5.553851684,Small,Small
253,363.0440063,5.001299604,Small,Small
254,936.8280029,5.620730096,Small,Small
255,239.326004,4.005179665,Bergy bit,Small
256,139.7689972,4.140933282,Bergy bit,Bergy bit
257,3917.790039,5.35064393,Small,Medium
258,341.0069885,3.076376163,Bergy bit,Small
259,760.2609863,2.221098713,Bergy bit,Small
260,1309.959961,2.657000071,Bergy bit,Small
261,298.6679993,8.540904574,Small,Small
262,922.5839844,8.771708451,Small,Small
263,2863.459961,7.616795751,Small,Small
264,984.026001,8.857823685,Small,Small
265,310.1380005,9.16776409,Small,Small
266,45.9664001,7.751093766,Small,Bergy bit
267,69.1184006,8.246427682,Small,Bergy bit
268,490.2860107,8.620300819,Small,Small
269,917.0159912,7.746776413,Small,Small
270,10589.40039,5.609128435,Small,Medium
271,10073,7.330993798,Small,Medium
272,3506.719971,3.2886974,Bergy bit,Small
273,807.7109985,0.871840028,Growler,Small
274,98.5636978,3.023278398,Bergy bit,Bergy bit
275,120.0559998,1.393269467,Bergy bit,Bergy bit
276,489.6960144,1.230303857,Bergy bit,Small
277,1265.280029,1.378700116,Bergy bit,Small
278,301.5,1.059202473,Bergy bit,Small
279,388.5469971,0.959822335,Growler,Small
280,3453.570068,0.972965929,Growler,Small
281,575.3670044,2.042732922,Bergy bit,Small
282,554.8150024,0.31128722,Growler,Small
283,324.0079956,3.987129264,Bergy bit,Small
284,976.7529907,4.808855839,Bergy bit,Small
285,182.4759979,0.591002851,Growler,Bergy bit
286,82.946701,1.884474673,Bergy bit,Bergy bit
287,52.1096992,2.989356095,Bergy bit,Bergy bit
288,60.7639999,4.366078735,Bergy bit,Bergy bit
289,69.4620972,2.869707002,Bergy bit,Bergy bit
290,119.4189987,2.037577775,Bergy bit,Bergy bit
291,183.0420074,5.23546107,Small,Bergy bit
292,116.663002,1.857916192,Bergy bit,Bergy bit
293,260.125,0.843462616,Growler,Small
294,334.4729919,2.3761472,Bergy bit,Small
295,1678.819946,0.988544269,Growler,Small
296,76.1388016,2.266160646,Bergy bit,Bergy bit
297,37.4262009,1.957749713,Bergy bit,Bergy bit
298,454.131012,1.512338696,Bergy bit,Small
299,112.6729965,0.324752739,Growler,Bergy bit
300,269.3429871,0.447169656,Growler,Small
301,1768.699951,0.778852241,Growler,Small
302,131.4949951,0.697769905,Growler,Bergy bit
303,443.2250061,1.616289465,Bergy bit,Small
304,192.6000061,1.008371241,Bergy bit,Bergy bit
305,609.1099854,3.411407969,Bergy bit,Small
306,734.0689697,2.587779979,Bergy bit,Small
307,838.414978,0.274491536,Growler,Small
308,669.0360107,1.386738938,Bergy bit,Small
309,608.8759766,2.479305205,Bergy bit,Small
310,631.6279907,3.991877911,Bergy bit,Small
311,483.9070129,3.769450541,Bergy bit,Small
312,1699.910034,2.188020106,Bergy bit,Small
313,1688.119995,2.559103085,Bergy bit,Small
314,196.9230042,3.803231355,Bergy bit,Bergy bit
315,528.5540161,2.652403654,Bergy bit,Small
316,14839.90039,7.13309662,Small,Medium
317,10128.2002,5.924700116,Small,Medium
318,2190.719971,4.001112783,Bergy bit,Small
319,264.9379883,3.010551533,Bergy bit,Small
320,2895.120117,5.214119911,Small,Small
321,510.9920044,4.571902913,Bergy bit,Small
322,1961.859985,3.733644189,Bergy bit,Small
323,5983.979981,4.600922608,Bergy bit,Medium
324,35526.39844,11.95746577,Small,Large
325,11502.40039,5.022368869,Small,Medium
326,284.8529968,2.500998506,Bergy bit,Small
327,11413.5,7.173734163,Small,Medium
328,1281.709961,2.961121169,Bergy bit,Small
329,52804.10156,8.042630088,Small,Very large
330,10116.90039,6.068290923,Small,Medium
331,976.5640259,3.482321896,Bergy bit,Small
332,2385.060059,6.470523083,Small,Small
333,1437.890015,4.669652205,Bergy bit,Small
334,10952.2002,9.005578411,Small,Medium
335,1728.550049,6.706226256,Small,Small
336,4435.910156,7.852898498,Small,Medium
337,3154.620117,6.786732161,Small,Small
338,18326.59961,23.86556188,Medium,Large
339,10948.59961,20.70308953,Medium,Medium
340,71183.39844,22.49710766,Medium,Very large
341,9515.830078,11.1281662,Small,Medium
342,2786.179932,4.82790794,Bergy bit,Small
343,1341.150024,0.157673725,Growler,Small
344,3721.729981,0.491792596,Growler,Medium
345,770.348999,1.417422996,Bergy bit,Small
346,1286.069946,0.618086213,Growler,Small
347,1737.969971,0.84531686,Growler,Small
348,7131.439941,10.88686832,Small,Medium
349,7564.589844,10.88077898,Small,Medium
350,2594.51001,10.2659004,Small,Small
351,2637.669922,6.622204436,Small,Small
352,8349.94043,4.760983939,Bergy bit,Medium
353,1729.459961,6.417076672,Small,Small
354,1346.079956,3.157026623,Bergy bit,Small
355,2548.830078,8.389270234,Small,Small
356,5069,7.921206873,Small,Medium
357,2620.360107,3.747791472,Bergy bit,Small
358,4379.229981,5.996678977,Small,Medium
359,4803.580078,6.98550377,Small,Medium
360,2402.979981,5.296757603,Small,Small
361,6698.879883,5.468582347,Small,Medium
362,6115.779785,12.6348546,Small,Medium
363,1834.339966,9.625156048,Small,Small
364,884.4650269,3.000872794,Bergy bit,Small
365,844.7039795,3.155664902,Bergy bit,Small
366,1696.069946,2.44822027,Bergy bit,Small
367,1881.300049,0.80576362,Growler,Small
368,1920.719971,0.403415838,Growler,Small
369,1431.069946,1.015622548,Bergy bit,Small
370,960.0780029,0.211436329,Growler,Small
371,446.5100098,0.691681517,Growler,Small
372,357.7319946,0.663485748,Growler,Small
373,392.0710144,0.903103656,Growler,Small
374,147.9060059,1.293464587,Bergy bit,Bergy bit
375,72.3735962,0.535795128,Growler,Bergy bit
376,308.1040039,0.787610027,Growler,Small
377,355.4049988,1.096475193,Bergy bit,Small
378,309.5899963,3.286662545,Bergy bit,Small
379,191.8849945,0.834756894,Growler,Bergy bit
380,1078.040039,0.594574957,Growler,Small
381,76.7390976,0.506078095,Growler,Bergy bit
382,88.0798035,0.487755787,Growler,Bergy bit
383,609.4160156,0.168281096,Growler,Small
384,182.878006,1.042378358,Bergy bit,Bergy bit
385,277.3580017,0.598525993,Growler,Small
386,68.8396988,0.216755173,Growler,Bergy bit
387,268.598999,2.995059132,Bergy bit,Small
388,351.5509949,2.367187004,Bergy bit,Small
389,205.1069946,0.761488359,Growler,Bergy bit
390,428.1480103,0.530975261,Growler,Small
391,131.802002,0.940085902,Growler,Bergy bit
392,278.6669922,0.394375595,Growler,Small
393,190.3730011,0.877614239,Growler,Bergy bit
394,264.8439941,0.412895223,Growler,Small
395,529.059021,0.544993178,Growler,Small
396,1509.930054,0.678682632,Growler,Small
397,1549.469971,1.198337909,Bergy bit,Small
398,836.90802,1.249368412,Bergy bit,Small
399,1653.829956,2.187475716,Bergy bit,Small
400,1215.599976,0.787367554,Growler,Small
401,1350.73999,1.690988661,Bergy bit,Small
402,2097.300049,1.627512471,Bergy bit,Small
403,6003.890137,3.314287655,Bergy bit,Medium
404,1989.859985,2.896940918,Bergy bit,Small
405,975.4050293,2.932964984,Bergy bit,Small
406,3320.159912,5.585717376,Small,Small
407,305.0239868,0.639958372,Growler,Small
408,214.7409973,0.279499963,Growler,Bergy bit
409,373.723999,0.526395197,Growler,Small
410,8632.94043,7.019484808,Small,Medium
411,5254.959961,5.132972922,Small,Medium
412,254.0079956,0.653039224,Growler,Small
413,2193.159912,2.104445578,Bergy bit,Small
414,5255.290039,4.32932294,Bergy bit,Medium
415,1784.479981,0.355221216,Growler,Small
416,8097.709961,1.798608078,Bergy bit,Medium
417,260.7850037,0.571478256,Growler,Small
418,377.2640076,1.978917276,Bergy bit,Small
419,3629.729981,1.244361285,Bergy bit,Medium
420,3402.159912,4.320370784,Bergy bit,Small
421,114352,48.93392931,Large,Very large
422,3781.429932,5.818514255,Small,Medium
423,542.0880127,3.84230892,Bergy bit,Small
424,98.0677032,3.031514997,Bergy bit,Bergy bit
425,33.0172997,3.787460554,Bergy bit,Bergy bit
426,321.1069946,4.102850552,Bergy bit,Small
427,198.4380035,1.873780926,Bergy bit,Bergy bit
428,111.1389999,2.979965993,Bergy bit,Bergy bit
429,88.3261032,3.219537696,Bergy bit,Bergy bit
430,42.3555984,3.377063586,Bergy bit,Bergy bit
431,77.799202,2.988601453,Bergy bit,Bergy bit
432,120.7839966,3.856890585,Bergy bit,Bergy bit
433,38.3223,3.459025128,Bergy bit,Bergy bit
434,1547.729981,4.722331214,Bergy bit,Small
435,221.7180023,2.095571304,Bergy bit,Bergy bit
436,109.2129974,0.244098851,Growler,Bergy bit
437,49.0032005,1.31814322,Bergy bit,Bergy bit
438,56.6085014,1.590725726,Bergy bit,Bergy bit
439,65.7447968,2.165871782,Bergy bit,Bergy bit
440,68.6176987,1.11981783,Bergy bit,Bergy bit
441,34.8195992,0.855426315,Growler,Bergy bit
442,30.3383007,0.853605619,Growler,Bergy bit
443,62.7142982,0.577692326,Growler,Bergy bit
444,32.471199,0.434933953,Growler,Bergy bit
445,40.6245995,0.179123323,Growler,Bergy bit
446,39.9674988,1.91682271,Bergy bit,Bergy bit
447,132.8800049,1.301280382,Bergy bit,Bergy bit
448,1543.069946,3.15075023,Bergy bit,Small
449,45.4291,1.809232197,Bergy bit,Bergy bit
450,79.8482971,11.91663229,Small,Bergy bit
451,168.401001,6.616509905,Small,Bergy bit
452,808.0449829,0.509484911,Growler,Small
453,31.8549004,1.791468013,Bergy bit,Bergy bit
454,950.2919922,4.314267908,Bergy bit,Small
455,364.8580017,5.662815559,Small,Small
456,137.2969971,3.777754209,Bergy bit,Bergy bit
457,40.8140984,3.875749719,Bergy bit,Bergy bit
458,40.7118988,3.414018157,Bergy bit,Bergy bit
459,66.0370026,5.299791021,Small,Bergy bit
460,37.8249016,5.835619003,Small,Bergy bit
461,45.0811996,7.110036147,Small,Bergy bit
462,37.3714981,5.198548677,Small,Bergy bit
463,43.3065987,3.332321273,Bergy bit,Bergy bit
464,31.2784004,3.111270748,Bergy bit,Bergy bit
465,55.0940018,3.351047466,Bergy bit,Bergy bit
466,49.6197014,5.403843628,Small,Bergy bit
467,52.2486,3.748283814,Bergy bit,Bergy bit
468,1760.02002,6.641395923,Small,Small
469,4445.350098,5.868377889,Small,Medium
470,31.1870995,6.858948381,Small,Bergy bit
471,106.3980026,6.742036576,Small,Bergy bit
472,84.0493011,2.131141321,Bergy bit,Bergy bit
473,185.0870056,4.13062426,Bergy bit,Bergy bit
474,739.5549927,5.117412908,Small,Small
475,52.3897018,2.542178823,Bergy bit,Bergy bit
476,114.7340012,1.641528159,Bergy bit,Bergy bit
477,32.7463989,1.411160625,Bergy bit,Bergy bit
478,116.3030014,2.600475697,Bergy bit,Bergy bit
479,33.355999,1.502281286,Bergy bit,Bergy bit
480,73.4502029,1.597814485,Bergy bit,Bergy bit
481,218.3880005,4.893818053,Bergy bit,Bergy bit
482,1088.109985,4.238139952,Bergy bit,Small
483,230.8659973,4.019185554,Bergy bit,Small
484,176.7590027,3.203590308,Bergy bit,Bergy bit
485,51.8706017,1.890125973,Bergy bit,Bergy bit
486,592.2650146,4.536901648,Bergy bit,Small
487,87.8921967,2.313650925,Bergy bit,Bergy bit
488,91.2020035,0.964740238,Growler,Bergy bit
489,54.1678009,1.917998653,Bergy bit,Bergy bit
490,63.6972008,2.163870145,Bergy bit,Bergy bit
491,466.9030151,3.659546914,Bergy bit,Small
492,44.0861015,0.505561959,Growler,Bergy bit
493,36.9208984,0.845009795,Growler,Bergy bit
494,44.0700989,1.22548133,Bergy bit,Bergy bit
495,89.5271988,0.593862724,Growler,Bergy bit
496,87.9695969,2.20412062,Bergy bit,Bergy bit
497,30.2483006,0.65236925,Growler,Bergy bit
498,46.8177986,0.979984898,Growler,Bergy bit
499,35.7801018,0.155658326,Growler,Bergy bit
500,38.7507019,0.368893786,Growler,Bergy bit
501,42.8648987,0.606750191,Growler,Bergy bit
502,128.9179993,1.464613203,Bergy bit,Bergy bit
503,62.6082001,0.228397098,Growler,Bergy bit
504,76.5279999,11.02727026,Small,Bergy bit
505,55.3065987,12.19602174,Small,Bergy bit
506,31.3973007,0.905567194,Growler,Bergy bit
507,52.3044014,1.160178421,Bergy bit,Bergy bit
508,35.5447998,1.449270205,Bergy bit,Bergy bit
509,303.8349915,2.557135021,Bergy bit,Small
510,63.1273994,1.834340747,Bergy bit,Bergy bit
511,33.3166008,1.379544183,Bergy bit,Bergy bit
512,35.4166985,2.2537799,Bergy bit,Bergy bit
513,39.3033981,1.507498648,Bergy bit,Bergy bit
514,242.6289978,1.890629943,Bergy bit,Small
515,72.4358978,2.09040303,Bergy bit,Bergy bit
516,42.9720001,2.02688349,Bergy bit,Bergy bit
517,109.5350037,7.891092516,Small,Bergy bit
518,3590.409912,9.394866227,Small,Small
519,261.8819885,4.253848818,Bergy bit,Small
520,566.5679932,3.834506583,Bergy bit,Small
521,271.7290039,3.410463797,Bergy bit,Small
522,861.3980103,5.495725519,Small,Small
523,997.492981,7.842485298,Small,Small
524,405.2929993,5.599271277,Small,Small
525,410.6929932,6.930464694,Small,Small
526,107.0849991,5.495925495,Small,Bergy bit
527,447.881012,6.425989768,Small,Small
528,641.8920288,6.816105179,Small,Small
529,100.9189987,5.455976464,Small,Bergy bit
530,1329.280029,7.603671761,Small,Small
531,683.7609863,6.05995231,Small,Small
532,432.9609985,5.50160786,Small,Small
533,55.9073982,4.367368132,Bergy bit,Bergy bit
534,2338.629883,6.768245783,Small,Small
535,74.7873001,5.060651549,Small,Bergy bit
536,170.7409973,5.595879774,Small,Bergy bit
537,115.7259979,5.791638358,Small,Bergy bit
538,608.585022,5.958508173,Small,Small
539,79.646698,5.49511624,Small,Bergy bit
540,33.2724991,5.922745471,Small,Bergy bit
541,48.6111984,5.509603837,Small,Bergy bit
542,75.7562027,5.410326656,Small,Bergy bit
543,72.6409988,5.775716142,Small,Bergy bit
544,67.9730988,5.66546006,Small,Bergy bit
545,44.7694016,5.096466668,Small,Bergy bit
546,43.5485001,6.210134226,Small,Bergy bit
547,69.5503006,6.078502478,Small,Bergy bit
548,76.3610001,5.783943553,Small,Bergy bit
549,1170.130005,7.270613653,Small,Small
550,75.4537964,5.760740817,Small,Bergy bit
551,624.2449951,5.237586052,Small,Small
552,90.2972031,5.545483678,Small,Bergy bit
553,54.2798004,5.155441185,Small,Bergy bit
554,119.987999,5.923756487,Small,Bergy bit
555,57.2486992,6.042348339,Small,Bergy bit
556,1439.329956,8.616389568,Small,Small
557,540.059021,7.598210659,Small,Small
558,813.585022,6.407235572,Small,Small
559,1331.569946,7.933856706,Small,Small
560,1984.75,7.444516548,Small,Small
561,211.0110016,5.250370279,Small,Bergy bit
562,375.6499939,5.435300162,Small,Small
563,470.2070007,6.450980747,Small,Small
564,40.9001999,4.193603237,Bergy bit,Bergy bit
565,1494.880005,8.90580219,Small,Small
566,3370.300049,9.999962194,Small,Small
567,62.1249008,4.234444433,Bergy bit,Bergy bit
568,89.365097,4.053753924,Bergy bit,Bergy bit
569,120.3730011,3.659662395,Bergy bit,Bergy bit
570,323.7359924,3.927646259,Bergy bit,Small
571,1437.229981,8.76428352,Small,Small
572,2323.830078,9.91627079,Small,Small
573,2951.080078,9.544433183,Small,Small
574,5837.620117,7.435710277,Small,Medium
575,414.6180115,4.981333383,Bergy bit,Small
576,2142.580078,6.104512374,Small,Small
577,342.1480103,1.266154545,Bergy bit,Small
578,4009.729981,6.437469162,Small,Medium
579,5762.120117,11.34895373,Small,Medium
580,9650.740234,5.681677519,Small,Medium
581,399.053009,1.554068225,Bergy bit,Small
582,252.4199982,3.481646356,Bergy bit,Small
583,577.9130249,7.200483045,Small,Small
584,345.8559875,3.713002399,Bergy bit,Small
585,266.5610046,2.959186626,Bergy bit,Small
586,231.9810028,6.810457942,Small,Small
587,167.7310028,3.26587381,Bergy bit,Bergy bit
588,1575.729981,6.242544961,Small,Small
589,198.5240021,10.49523774,Small,Bergy bit
590,290.2219849,9.865463482,Small,Small
591,598.1190186,9.761530078,Small,Small
592,198.9089966,6.568714147,Small,Bergy bit
